tick,executed task,wasted task,communication time,executed time,waiting time,all executed time,leader count,member count,reciprocity leader count,reciprocity member count,message count,overflowed task,rejected task,allocate area 0 member,allocate area 1 member,allocate area 2 member,allocate area 3 member
4800,312,60,1.6317462910156686,3.2799223598468954,8.37938280334217,11.293815827876974,39,98,36,17,9062,0,47,318,132,798,310
4900,285,47,1.6624292626912627,3.370509115884116,7.036582321273499,10.798474295312532,38,99,36,23,8650,0,38,291,147,729,321
5000,348,30,1.6616778693569616,3.3786754816857973,6.064333953855928,10.85595587014764,31,106,30,15,8482,0,32,311,159,788,328
5100,315,33,1.645986685055601,3.3903947094357316,6.590966418815103,10.429603518944077,36,101,33,16,8884,0,54,341,152,832,310
5200,299,31,1.6741682565978817,3.325980532066832,7.074528059273031,10.765355144468531,36,101,34,25,8457,0,38,331,122,775,304
5300,349,37,1.6226135828490522,3.3094017083871834,7.99854587560889,11.649536325239053,42,95,42,28,9630,0,77,375,156,898,371
5400,326,56,1.649681263669815,3.3075448302987,7.218802866337309,11.003574452851927,36,101,35,19,8930,0,54,323,123,779,346
5500,330,30,1.6301105052428733,3.2853523448534383,6.7038152734255165,10.755792577466357,38,99,38,18,9101,0,38,367,123,866,363
5600,355,46,1.6218323498336473,3.423676645565812,7.175339738010979,11.19755580574284,36,101,36,20,9159,0,42,391,131,826,356
5700,331,30,1.6466174138823342,3.2790268918929724,6.08052044069696,9.513551845902784,32,105,31,13,8139,0,37,342,101,736,309
5800,301,33,1.648253844585228,3.2043511178457518,5.331858551246693,9.438863196884851,35,102,34,18,8155,0,25,384,130,723,305
5900,324,32,1.6413368840513427,3.337305744312894,5.9783896163830015,10.34644987828761,34,103,32,18,8332,0,44,378,114,755,324
6000,322,31,1.6401788862301812,3.348783821875641,7.74976877955891,10.765046531842819,36,101,34,18,8844,0,47,373,131,822,301
