tick,executed task,wasted task,communication time,executed time,waiting time,all executed time,leader count,member count,reciprocity leader count,reciprocity member count,message count,overflowed task,average subtask queue size,rejected task
36100,1363,107,1.4707836859948136,3.2225243826149295,5.554879844034704,9.942444360513406,129,371,129,85,32476,0,0.8952118659592166,166
36200,1362,72,1.4745967637620672,3.232024414979341,5.253388175738764,9.673079027727791,132,368,132,95,31509,0,0.8262803624598901,148
36300,1432,100,1.4616226053571322,3.1770980976173426,5.64661933134297,9.90156054924051,135,365,135,103,32396,0,0.8864039163303769,130
36400,1328,61,1.477006451423242,3.2853747033753065,5.913368172315632,10.31663300144561,127,373,126,74,31436,0,0.9080075143610392,185
36500,1310,84,1.484510865656969,3.1832926197461124,5.676114617697106,9.968732928556367,131,369,131,89,31442,0,0.8386895074537157,189
36600,1331,104,1.4632266405677956,3.232286781917885,5.458677680811993,9.714615510289313,133,367,133,85,32897,0,0.8503755888550996,208
36700,1361,113,1.4809010637032602,3.240633068339247,5.523254670526319,9.822905098319222,139,361,138,100,31603,0,0.8313258124789772,156
36800,1371,118,1.4801079116094715,3.2004703790389386,5.789037942691846,9.934536062675248,141,359,139,102,33896,0,0.9367019348768164,191
36900,1339,92,1.4888608368441314,3.2643789774627625,5.4752945450946955,9.792662129248669,138,362,135,88,31402,0,0.8242862498777035,159
37000,1353,105,1.496776450599171,3.2485316805325835,5.250131585489049,9.708325726383277,129,371,126,78,31488,0,0.8038828259140831,149
37100,1342,159,1.4823091168104587,3.2120434421130866,5.227131459905297,9.627315394944798,140,360,139,104,32729,0,0.8263512245436995,151
37200,1347,114,1.475508303971713,3.1825822023166563,5.446397432658749,9.652887521443663,131,369,129,76,32487,0,0.8607036363481031,198
37300,1316,105,1.4815712426761898,3.236961444417278,5.127331957856461,9.618489730203605,133,367,130,81,30761,0,0.7749625207241876,123
37400,1340,108,1.4823591124876814,3.2487070613468103,5.704203712061991,9.9207871968486,135,365,133,97,32914,0,0.8910651793963075,205
37500,1325,94,1.4845901267488346,3.2466487948057523,5.632989549775593,9.99247748902135,129,371,126,88,31874,0,0.8595074337475491,154
37600,1303,92,1.488684739103937,3.2296839885126136,5.143023810897864,9.564373786913858,135,365,133,96,30494,0,0.7478808864478458,133
37700,1370,140,1.487354390990304,3.2023780517633553,5.2813828573902875,9.64277010624572,140,360,138,108,32767,0,0.855300720827037,142
37800,1359,133,1.4920237677814723,3.2087180975399714,5.34429181855482,9.787694980950983,140,360,138,97,32396,0,0.831235925349092,150
37900,1324,137,1.5100882454417082,3.2091415096439637,5.16237620326711,9.685380715993505,143,357,142,108,31799,0,0.785292123328545,133
38000,1289,91,1.4924720605105313,3.248499634118961,5.363092520476667,9.804153979066855,132,368,129,75,30835,0,0.8079089170786474,154
38100,1382,143,1.4927307486861772,3.2047995622740384,5.912338611983566,10.156220435048166,142,358,141,102,33377,0,0.9521510392184258,177
38200,1373,151,1.4860345957696581,3.224492023965394,5.881265489708821,10.123225306566454,134,366,133,93,32552,0,0.9025749617621236,154
38300,1343,165,1.4860342849748756,3.2122594920021226,5.030967544881328,9.49226624951818,132,368,132,98,32363,0,0.7769001738186813,138
38400,1328,163,1.4883786924764728,3.2117505106504405,5.448474837308504,9.821475705753109,144,356,144,101,32553,0,0.83549202274251,149
38500,1370,140,1.5045368877095737,3.2215468379015832,5.694676255223394,9.992932367543025,139,361,138,91,32597,0,0.8917975344100239,133
38600,1360,137,1.4997324912571528,3.2005540884628743,5.342310944722352,9.747768521373889,135,365,134,82,31902,0,0.8075165111197831,151
38700,1329,116,1.4894612022030336,3.2064181704751267,4.993457210616854,9.453801987010566,129,371,128,72,30908,0,0.7663901619189584,112
38800,1307,127,1.4898194687150843,3.240445847842084,5.538539558470554,9.879198722266866,133,367,132,99,31948,0,0.8511192870156272,146
38900,1371,133,1.4869542556582271,3.240633428463889,5.907035705615621,10.166048198681901,134,366,131,83,32444,0,0.9009553140137194,170
39000,1332,118,1.4883517317811552,3.2098037733798446,5.386507512328742,9.726698995046354,136,364,134,89,32587,0,0.8348217353101295,173
39100,1367,108,1.4949601655913825,3.233861190854962,5.348263537024687,9.818952499725997,132,368,131,93,32244,0,0.8254302971779753,130
39200,1384,117,1.4694255216323995,3.2224345257329547,5.259896449968819,9.661709314510539,127,373,126,87,32170,0,0.8290746654561205,122
39300,1341,106,1.459429862522076,3.222042270373054,5.2674992135068495,9.679736542365745,130,370,128,83,31779,0,0.7890880131042124,175
39400,1365,95,1.4539210743669742,3.2316286548807374,5.5108386949814125,9.774748791160198,136,364,135,89,32200,0,0.8698560933454185,186
39500,1352,108,1.4593946747611284,3.2190852818254037,5.218065126299569,9.728537685923502,126,374,125,83,30744,0,0.798479650152493,92
39600,1327,108,1.4516590228959751,3.2361634685632503,5.779882501228854,10.026576411865147,128,372,127,83,30818,0,0.863625514506787,136
39700,1350,130,1.4804821042667067,3.232421304184391,4.620751980893404,9.162746448442572,127,373,126,75,30860,0,0.6802951972496126,111
39800,1317,106,1.4526864852245251,3.217041139939247,5.080653677482655,9.360927954635736,134,366,132,85,31124,0,0.7667185765528168,128
39900,1388,118,1.4514461347263292,3.216623625206978,5.256806358651808,9.662900993140152,130,370,129,84,32426,0,0.8346169841371069,156
40000,1335,122,1.4633277273102252,3.224288698476783,5.251956420252619,9.585003232323997,138,362,134,89,31017,0,0.7787583711844188,131
40100,1303,161,1.4776818934244706,3.209643915685551,5.147847504019464,9.483390254128167,138,362,136,96,31937,0,0.7755362177361583,170
40200,1313,151,1.4660248298976088,3.1994682659172207,5.09707956230073,9.473020810873981,137,363,136,89,31574,0,0.7710597422392993,143
40300,1355,106,1.453739924239571,3.2300996735867322,5.023502561429105,9.426309965878104,130,370,129,91,31234,0,0.7720828816507523,136
40400,1385,88,1.4355884306120035,3.2089695629416797,5.531231937940925,9.844936137774425,132,368,131,97,31750,0,0.903695429463983,139
40500,1369,81,1.4574137942573353,3.189668885698999,5.898252358180663,10.10308641351871,134,366,130,97,32330,0,0.9260330833944229,189
40600,1339,130,1.4735305506727387,3.238182943921205,5.438929031868635,9.798346016827011,131,369,127,86,31452,0,0.8107001528553299,150
40700,1327,128,1.480490514345725,3.216180180087763,4.909241742549956,9.328014556086082,133,367,131,88,31593,0,0.7374667712058084,136
40800,1310,88,1.4728821137844028,3.2462361059377223,5.117434862081205,9.59413697701404,130,370,129,94,30222,0,0.7738073632539946,108
40900,1310,111,1.4653477707156424,3.200899231539858,5.241403417659654,9.672372549668715,128,372,125,78,31315,0,0.7971912866732974,163
41000,1270,101,1.4745915569768335,3.2736066574055225,4.520968276547426,9.152265715652574,116,384,114,70,28906,0,0.6454441906719829,101
41100,1309,99,1.494128805223781,3.2085475039869777,5.432812786020922,9.797110838488846,134,366,132,103,31453,0,0.8184363847320618,169
41200,1366,101,1.4688393601786707,3.1975856892924774,5.245636507907185,9.75769865281683,131,369,130,87,31266,0,0.8280011436899295,130
41300,1287,117,1.4829541658749377,3.2336548282477424,5.974968976890656,10.131496878991664,135,365,132,99,32910,0,0.9144958766349162,217
41400,1375,101,1.4688404377305335,3.203318147535559,5.54683923805532,9.943951324780487,128,372,127,93,31174,0,0.8404061260915516,138
41500,1330,102,1.4655318596125204,3.2594502251382083,5.584923185795427,9.933129769779384,130,370,129,81,32274,0,0.8736695625662676,167
41600,1360,90,1.4766026317451137,3.243955390349693,5.489846701167078,9.931561168700725,135,365,134,105,32063,0,0.8521409023939372,154
41700,1356,118,1.4761830235092415,3.227437046012124,5.728083639356856,10.098582745159467,133,367,133,100,32584,0,0.8867989939985914,193
41800,1355,108,1.4785240441177954,3.2582266337957297,5.309887905697501,9.73566375954619,141,359,141,104,32147,0,0.8251293027472901,147
41900,1361,124,1.4733705463789477,3.23757998054409,5.349336605346989,9.688162130932845,129,371,125,94,31551,0,0.8038074180214407,161
42000,1305,89,1.4841160284713473,3.2557796646615356,5.12554597787852,9.521972420061452,124,376,122,77,30123,0,0.7481595414711398,146
42100,1366,95,1.470099531912372,3.2189144230600215,5.3748493826351025,9.799183196651562,136,364,134,105,32433,0,0.859478432746386,167
42200,1366,93,1.4901166830305743,3.1616591107203464,4.952906169856526,9.444168281740225,134,366,133,101,30936,0,0.7644219219874625,108
42300,1390,99,1.4708874621822576,3.2275986622742217,5.070356606067245,9.649502628886209,129,371,128,84,31447,0,0.8185968304153818,125
42400,1371,103,1.4770062937555728,3.249599928748189,4.74015119115164,9.199952113607344,134,366,133,89,31647,0,0.7453878806421916,134
42500,1315,104,1.4947559346870483,3.2084187349892517,5.375645891923097,9.712497539825668,136,364,133,92,32397,0,0.8318987505857847,189
42600,1350,118,1.4966808229195876,3.266535132610542,5.590284145469333,9.895008252068251,133,367,130,90,31801,0,0.8453155954599069,161
42700,1332,118,1.4699543840585372,3.2120470383937896,5.299733763218114,9.5906593165779,137,363,136,95,32189,0,0.8242781759087062,165
42800,1373,98,1.4906098053645558,3.2654781096715073,5.185432261061841,9.77471717586903,132,368,131,88,31380,0,0.8051592365126082,124
42900,1397,105,1.4991425381106176,3.2342839231265743,5.050450762138694,9.657052499651261,139,361,135,105,32517,0,0.8179892411790051,136
43000,1359,163,1.4823441436065152,3.209408677993049,5.471620239239469,9.731071669304413,129,371,126,86,33200,0,0.865190818624904,169
43100,1333,137,1.5060088423186924,3.186925164105235,5.023254763649641,9.475723117509036,132,368,130,87,32500,0,0.7765732214415643,147
43200,1327,134,1.4846497145052648,3.1838023652693566,5.269973951999791,9.555258717245106,141,359,139,95,32255,0,0.7997183426730552,177
43300,1367,139,1.4876474980023338,3.2007911473681383,5.88187453199591,10.140273434221491,137,363,134,92,33099,0,0.9235902180548582,196
43400,1323,149,1.4777170041789913,3.196291013488107,5.19300639264712,9.501845676362679,137,363,135,91,32296,0,0.7907981541605443,163
43500,1285,115,1.463918347426478,3.2605344636887303,5.364908135032878,9.727521396988102,143,357,143,106,30553,0,0.7997542952235981,147
43600,1370,161,1.4670592666994475,3.230567692262536,6.060982564196061,10.236968638027852,134,366,132,95,33044,0,0.9315590904452145,177
43700,1347,102,1.4903220588807486,3.202226803203453,5.057955238421372,9.517368328676405,128,372,128,76,30921,0,0.7591145587515187,128
43800,1343,90,1.4667857688835608,3.2269127523781918,4.651725196199171,9.246379989520795,134,366,134,93,30441,0,0.71143715341132,103
43900,1370,117,1.463994857575158,3.2416050683467112,4.760724654167722,9.26673444927408,130,370,128,90,31523,0,0.7484616364974441,110
44000,1359,109,1.466193258969213,3.2706227659970053,5.680145940605173,10.052692587194189,138,362,136,105,32182,0,0.9050621408114536,159
44100,1366,129,1.4653052104511568,3.233632969782384,5.291778844627484,9.707205302252966,133,367,133,95,31899,0,0.8072887585654769,135
44200,1361,100,1.477599205588837,3.1929270125142653,5.550385381882014,9.88311345657629,132,368,130,91,32395,0,0.8893370077245015,160
44300,1348,130,1.4693510349784555,3.1647262498862405,5.924927796931886,10.110712790799205,137,363,134,96,32839,0,0.899657131679417,195
44400,1297,142,1.4975763235704234,3.1645612731142734,5.614730484382472,9.875361860065748,131,369,129,86,33160,0,0.826855549391248,211
44500,1303,126,1.4881397716532772,3.237639893804462,5.907178605607913,10.118682560691633,140,360,136,98,32646,0,0.8851462231302287,209
44600,1312,109,1.4738501448524477,3.272809063110583,6.059448091412773,9.948896598165124,135,365,133,94,32663,0,0.8460257809572588,235
44700,1354,123,1.4764093459502823,3.2004854551443533,5.738298698194551,9.986097429837459,132,368,129,95,32983,0,0.9006399119188596,179
44800,1362,119,1.4889555156523506,3.2050280585612536,5.4175055914969,9.761038567022743,124,376,123,81,31860,0,0.8268049109572766,135
44900,1268,90,1.4976330029377523,3.2789657097591896,5.249778781014527,9.667086665016988,129,371,127,82,30289,0,0.7558854226370118,138
45000,1355,107,1.5049695148263402,3.214412614107529,4.705628191702992,9.281917288566058,130,370,130,86,30850,0,0.7009373785281418,89
45100,1363,157,1.4688984366517845,3.1748809770440465,5.266441527760764,9.589392073584586,135,365,134,89,32131,0,0.8137875115168492,140
45200,1294,131,1.4735007075360493,3.2262229468346595,4.850315716785093,9.29926945857626,133,367,132,84,30555,0,0.7221514263432175,130
45300,1349,104,1.4535800927157712,3.2153539845544503,5.745389705850602,10.02955874685506,135,365,133,84,32197,0,0.8665538711369805,207
45400,1372,121,1.4638640265783769,3.236090821973603,5.379845517598978,9.826188979386512,133,367,130,84,32094,0,0.8371645515386171,167
45500,1342,92,1.4795750319895686,3.2126475908703997,5.212575586298743,9.652668638893916,132,368,130,84,31671,0,0.8094934500243574,148
45600,1375,94,1.4459175024309352,3.1898284620417625,5.2010499975055895,9.496722750814339,131,369,131,88,31747,0,0.7937394100049714,151
45700,1360,79,1.4617975979534097,3.2065766684274597,5.126802924367416,9.542870437138928,128,372,128,89,31533,0,0.8067647613762448,141
45800,1358,56,1.4636530427616332,3.2037099030890674,5.4790399905161475,9.802521747164645,128,372,128,86,31170,0,0.8414473319636018,121
45900,1364,105,1.4672781506190054,3.2179874084414384,5.755304875135539,10.087854920722311,135,365,134,94,32944,0,0.9064287814498965,176
46000,1330,103,1.4643476914355482,3.231721498474682,5.139135900721588,9.544390712812127,129,371,128,90,31214,0,0.7767770654199546,145
46100,1376,72,1.4511890872710225,3.2520899670720302,5.1124030685927195,9.5769790306398,130,370,127,85,31295,0,0.804953222505975,133
46200,1371,141,1.4803620592630753,3.19665286978038,5.396982117483521,9.720950947643905,137,363,135,102,32727,0,0.8299128997519111,127
46300,1371,119,1.4797033287876329,3.2285372082430177,5.2415127212434705,9.643860589811243,120,380,119,72,32228,0,0.8319514303220358,132
46400,1321,87,1.4744590723446738,3.2445854080968792,5.125834865741911,9.523495310531878,133,367,131,82,30184,0,0.7390708649839871,122
46500,1380,163,1.4687364670620295,3.2486135216438474,5.589695225584004,9.98843557839098,143,357,140,94,32824,0,0.9113587875916213,130
46600,1414,100,1.4595912361126122,3.21237014973782,5.563384722360056,9.862800395794775,125,375,125,75,31871,0,0.8578009381903182,151
46700,1328,102,1.4613940062380024,3.2173297071689344,5.038545427807402,9.503941461594119,137,363,137,95,31336,0,0.7769661670448729,128
46800,1408,140,1.4768003501662081,3.2121542619149297,5.849520894328045,10.21076016094572,140,360,138,100,33661,0,0.9762399562599494,176
46900,1393,122,1.4717714461780533,3.2142654550884653,5.258080696216797,9.701197666405793,132,368,132,76,31956,0,0.825473972921331,126
47000,1342,100,1.488065502766424,3.2015459271895206,4.901574052441203,9.342740965788083,129,371,127,78,30777,0,0.7385027323876535,121
47100,1337,117,1.4868131650236194,3.195901374278942,5.470687283868319,9.69709181364011,127,373,127,85,32803,0,0.8577765203784949,161
47200,1343,102,1.4764331903852628,3.2153731848788034,5.061094182962098,9.527524089379545,142,358,140,113,31831,0,0.7922657900805647,136
47300,1402,103,1.4616052720289687,3.2396007872615455,5.831523297813991,10.081876806596936,129,371,128,88,32239,0,0.9237880728077055,151
47400,1367,105,1.4632034823168052,3.225743468565447,5.348334792230805,9.827325163238813,132,368,132,92,32042,0,0.848027393416832,145
47500,1401,103,1.460463283758451,3.208427564244042,5.326324858100145,9.800516855993832,136,364,136,83,32435,0,0.8588615341716735,153
47600,1393,87,1.4476313594428492,3.202580163266479,5.031826710544641,9.43417164172071,125,375,125,74,31236,0,0.7775471074215345,134
47700,1316,101,1.4532543079171805,3.219102163322259,4.745003685991381,9.11634554911098,124,376,123,77,29527,0,0.6793749574276134,96
47800,1338,86,1.4452466764439313,3.214162835540758,4.819463239478569,9.171523891935868,135,365,132,92,30919,0,0.7350998609457577,146
47900,1350,124,1.4593556430843828,3.2572107358279383,4.965361641958983,9.431831891127525,134,366,134,91,31677,0,0.7754826088676079,134
48000,1402,106,1.440476709514516,3.22082866303227,5.5755717370943785,9.797658903430959,130,370,129,73,32817,0,0.8954646087942129,176
48100,1368,88,1.4711534209655732,3.2290237509488935,5.212953458808151,9.584451425137894,128,372,128,90,31622,0,0.8093305482121873,136
48200,1372,116,1.4619305256684294,3.2291358977357527,5.154113212953737,9.54027226785932,133,367,133,92,31938,0,0.8125331364317234,135
48300,1344,163,1.4616341624405411,3.2381130645531897,5.45453173902719,9.758467005588301,145,355,144,111,33291,0,0.8714720169262219,167
48400,1372,184,1.4588059185559246,3.253392638227485,5.6787780639628735,10.01594364445321,144,356,144,100,34262,0,0.9277744871533862,176
48500,1347,127,1.466829721198645,3.2599750015418305,5.301497442047622,9.811257747223884,132,368,132,87,31546,0,0.8231852792284687,140
48600,1327,116,1.4786471773975944,3.2305396299094458,5.3403569612137165,9.670014217034614,134,366,132,86,31390,0,0.7868864035137701,145
48700,1307,125,1.4767521779026564,3.229498761552475,5.090124117609626,9.44836430631127,133,367,132,84,30598,0,0.7379810238055582,151
48800,1360,111,1.4615188312785954,3.171397488280422,5.198164609263209,9.544828240375951,128,372,127,89,31860,0,0.8016407422095483,165
48900,1313,86,1.4667214562240678,3.2150467115408423,4.949789753908411,9.379017594312007,137,363,135,87,30738,0,0.7642097019609345,125
49000,1383,136,1.4746700236675698,3.1947851229156834,5.965385391120877,10.216018519300206,140,360,138,99,33142,0,0.9637776469003653,168
49100,1323,134,1.492714370064405,3.2536384525132602,5.644962592801505,10.139083736439,137,363,137,95,32250,0,0.875010884192632,162
49200,1317,119,1.5056384123187159,3.2295563454253173,6.425717457865285,10.58024598828543,133,367,130,84,32852,0,0.9794088908257218,189
49300,1370,93,1.49907282911407,3.228977050960387,5.201725157387341,9.669407200940016,135,365,133,85,31528,0,0.7919252810976125,114
49400,1315,95,1.5004049817912974,3.229713953386786,5.112186136187363,9.656904050296218,131,369,126,77,31099,0,0.7741435586651189,130
49500,1338,89,1.4798087055771894,3.207919916126961,5.628835764695712,9.898632265201142,132,368,132,91,32563,0,0.8678960055666082,173
49600,1346,106,1.4745834302647751,3.2133388276137738,5.601728113074241,9.862700633279154,132,368,131,90,32464,0,0.8754207493174893,185
49700,1379,107,1.4709358317215449,3.218222428181418,5.257481463077305,9.669425790175504,127,373,127,78,32145,0,0.810981844796892,155
49800,1367,107,1.4780444757998195,3.2023139897934287,5.4417452044378205,9.771258358973538,137,363,136,94,32154,0,0.8678980554364021,128
49900,1342,127,1.493098362703719,3.2491297443582585,5.356190748369133,9.930824587287844,133,367,132,77,30877,0,0.7832981269222659,117
50000,1367,149,1.4761747620715873,3.2127101982624824,5.0877410651788395,9.479443870666678,132,368,131,87,31784,0,0.777049142700577,127
50100,1337,107,1.4948393660141477,3.2363163604334932,4.877728157944474,9.447648933911838,129,371,128,83,30749,0,0.7492838700479376,117
50200,1310,139,1.4779507308728226,3.2126638745970983,5.536209986508926,9.904155550121443,135,365,131,91,33091,0,0.8886408807321408,199
50300,1364,113,1.4804729337095728,3.2096397856349825,5.624314153979469,9.966429550482067,135,365,133,89,31319,0,0.8365214894602125,140
50400,1366,119,1.496129028610169,3.2031454408858764,5.203622699571447,9.667005295377475,139,361,138,101,32669,0,0.8448262324600614,159
50500,1330,99,1.5038557422148933,3.1852742703589842,4.983257190375,9.390193750578328,126,374,124,70,30674,0,0.750518052124431,121
50600,1330,98,1.4916002615953736,3.237242553199275,5.20062254750044,9.673365085070197,133,367,131,84,31371,0,0.8025429611415297,143
50700,1380,141,1.498297507436702,3.164516358235885,5.5017858864218026,9.862591201655071,139,361,137,99,33647,0,0.882528039653469,189
50800,1370,108,1.4856975305480962,3.1987860179215937,5.5017273625927805,9.767270768495427,138,362,137,94,32870,0,0.8641276522464206,183
50900,1382,92,1.4872306174664294,3.236100643622745,5.583957330793071,10.053480568708151,134,366,133,86,32272,0,0.9248781491950563,142
51000,1357,118,1.5024805846196196,3.2227330518265056,5.305749955101408,9.820284918342153,132,368,128,85,31286,0,0.790851074049833,135
51100,1365,109,1.4976632048295906,3.2353507617563464,5.08051265324955,9.555172155245538,137,363,136,95,31323,0,0.7817120815139329,119
51200,1391,135,1.4994287440616687,3.1784166842481927,5.644141117106111,9.819173546067846,135,365,134,79,33711,0,0.8953313075513317,179
51300,1357,132,1.50113626264296,3.2439892104697448,5.235937188504631,9.72147957272476,136,364,134,88,31812,0,0.7912131354795591,119
51400,1356,116,1.4754473811594897,3.2399518532156946,5.187908967151585,9.650188125682352,129,371,128,88,31834,0,0.8077287533333093,139
51500,1345,116,1.4686144948018895,3.2422511163898906,5.323385383332359,9.704515234138535,140,360,139,94,32658,0,0.8461882492987733,164
51600,1355,143,1.4835131066158558,3.258864828766154,5.328466156593055,9.750719075094587,131,369,131,87,32743,0,0.8199840880819441,169
51700,1355,175,1.4782920164129305,3.2411190238215988,5.575414514678255,9.915174299762846,138,362,137,97,34016,0,0.9036549038131709,165
51800,1335,149,1.466520488577687,3.1961312499025554,5.056127557800163,9.556759115685207,135,365,134,91,31743,0,0.7734718247404624,142
51900,1312,167,1.461648604225775,3.2071301310029527,4.972911637046591,9.320329649731342,137,363,137,105,32109,0,0.758910387635882,140
52000,1364,160,1.4617663534203742,3.2004663392073756,5.318130156282938,9.715176933494856,131,369,130,91,31758,0,0.815280463383309,119
52100,1252,142,1.4531133735867203,3.2297672430567648,5.054589886904967,9.388079797234965,136,364,134,94,31128,0,0.7300507076049888,198
52200,1321,171,1.4604332397205906,3.182087426461677,5.0624327704113155,9.321882814806322,127,373,127,88,31971,0,0.7680518880630001,134
52300,1279,120,1.472648645814644,3.2227338171169113,5.954133584557091,10.117356703086916,133,367,130,91,31129,0,0.8466049733626325,180
52400,1313,136,1.4629597708186914,3.179959501753315,5.01869701120463,9.364656468220035,132,368,128,80,30415,0,0.7096655516184065,115
52500,1329,140,1.4489441150645845,3.2136122075687195,5.331191884762778,9.646928022267241,130,370,128,79,31754,0,0.8126691393763863,129
52600,1387,146,1.4437800201191597,3.169260644428689,5.070399747089629,9.47695519524018,145,355,144,117,32635,0,0.8199226888198136,136
52700,1384,162,1.4499755951627356,3.2005810804458914,5.110790740866814,9.501532128349295,134,366,132,90,32514,0,0.8192795989749168,123
52800,1344,133,1.452854975134415,3.235433147719024,4.772327907041304,9.317172195131024,128,372,126,67,30651,0,0.7027033094673191,107
52900,1380,150,1.4412180378080828,3.2164997041453502,5.0308768266234445,9.448349265016562,133,367,132,95,32043,0,0.8099528942935105,108
53000,1370,134,1.4271902109627397,3.2106613734434712,5.512394200882482,9.795472054893542,140,360,139,106,32036,0,0.8559802533137746,163
53100,1379,114,1.4439413387971964,3.1954034576579384,4.913000537666117,9.381073909830969,130,370,128,89,31028,0,0.7700694946025378,112
53200,1331,108,1.4457566092132914,3.2252452632641604,5.156600385882425,9.440167531509912,128,372,127,83,30865,0,0.7711718563267853,130
53300,1332,130,1.4678188370670622,3.252509764093548,4.76844580258026,9.242580644970296,138,362,136,88,30628,0,0.7154032741995253,104
53400,1325,151,1.4763563025523296,3.2084151676202697,5.2164039812115774,9.528452213400241,123,377,121,76,30927,0,0.7629063702271379,134
53500,1302,120,1.4676459158365083,3.2182266441809873,4.6653366306807325,9.164191365274469,136,364,134,96,30124,0,0.6824871500915299,116
53600,1365,139,1.4573041690395256,3.21240312114758,4.96367428920483,9.40552749119412,126,374,125,88,31033,0,0.7712735496228861,116
53700,1340,130,1.4633795922787223,3.167066081929802,4.766051690169341,9.113919457825464,137,363,136,105,31251,0,0.7279302531674872,135
53800,1341,115,1.4461161979035204,3.208897565557377,5.267291761962835,9.541479285653827,134,366,132,88,31540,0,0.8148559092423205,162
53900,1350,111,1.4453405129081915,3.1844378626859036,5.362963226998683,9.763903242878959,132,368,132,102,30605,0,0.8084098068434947,137
54000,1346,111,1.4514103065512622,3.19299988363768,5.484460911251212,9.72660682464169,138,362,133,88,32004,0,0.8517961012638245,171
54100,1378,141,1.472746494657199,3.2514271014819824,5.842582281376253,10.118584847043275,128,372,123,81,32110,0,0.8793566964848019,149
54200,1318,140,1.4778062966832552,3.187478485979447,5.117570120477118,9.47463921360761,133,367,131,91,31868,0,0.7704305644316024,139
54300,1339,150,1.4539985727254998,3.1611273807817692,4.727581274594393,9.129647093571204,134,366,133,89,32130,0,0.7375686603578593,131
54400,1296,185,1.463354642953487,3.215787118008768,5.6336907434990895,9.856621821623827,132,368,130,79,31534,0,0.8112534221419979,146
54500,1314,190,1.4785676072542018,3.2355312885481875,4.884196342343326,9.327681590159726,133,367,131,100,31242,0,0.7170526166526153,104
54600,1306,126,1.4540141195015712,3.2083237023851354,4.392052260380584,8.869611432223648,130,370,128,94,29961,0,0.6529959681482833,91
54700,1326,107,1.449352787721202,3.216873579632753,5.263924474005489,9.72519498989694,132,368,130,99,30902,0,0.8033553376445427,147
54800,1375,129,1.4371270562383756,3.171291337512824,5.298731631169082,9.561962275333286,123,377,123,76,31651,0,0.8171838652365683,145
54900,1337,104,1.4516067176658844,3.2230614071223282,4.8419220132190155,9.234835504674393,134,366,133,103,30556,0,0.7177333796069897,141
55000,1343,137,1.4469216192300705,3.199518512606465,5.35929158672851,9.662434909038918,131,369,130,97,31757,0,0.8418202926244345,132
55100,1354,137,1.4467215819555985,3.2357522689594083,5.435783660206917,9.732841817342802,123,377,121,75,31034,0,0.8017239898874601,133
55200,1315,142,1.4610285057833021,3.223156641154647,5.03315876240035,9.385600400298173,132,368,131,93,31734,0,0.7586129003706462,136
55300,1350,128,1.4513020117511117,3.1958314380778767,5.787678019146995,9.908276275571536,135,365,133,99,32334,0,0.8692016108906654,184
55400,1331,146,1.4480038837219829,3.201313609707414,5.293897893871418,9.529279727689286,133,367,131,92,32289,0,0.8288163325181607,170
55500,1326,135,1.4442416601442682,3.218526817066141,6.1701110608189,10.376628661629262,139,361,139,103,32641,0,0.9252008143561088,217
55600,1350,130,1.4417572910210754,3.237968712238039,5.104483976628739,9.561026438486792,127,373,126,91,31266,0,0.7780301191597819,121
55700,1298,113,1.4485612263257444,3.2476943915339986,5.103680685200947,9.527671710805016,128,372,125,95,30964,0,0.7330281681188613,164
55800,1349,106,1.4282018738095354,3.206021896010819,5.063724771199547,9.430955628980689,127,373,125,89,30338,0,0.753073125998105,123
55900,1334,131,1.4374985625736818,3.2008286506322254,4.9862470622081405,9.346043210696939,130,370,128,82,31226,0,0.7644834327014045,128
56000,1352,108,1.424314596577117,3.2099842687816094,5.27485008577572,9.619321386222015,137,363,136,109,31738,0,0.8218952810449741,146
56100,1331,124,1.4393339539374492,3.2203154963486544,5.132608708422173,9.628357534681728,130,370,129,87,31105,0,0.8010168279812135,118
56200,1395,130,1.4451672064327679,3.21480041175556,5.369240364827753,9.74726169135302,130,370,129,90,31721,0,0.8291107259077672,120
56300,1318,126,1.457595941041173,3.224300425550074,5.361935936122421,9.710412685281868,129,371,128,81,31561,0,0.8195674381244419,138
56400,1333,103,1.4492013063066134,3.199481943940733,5.188504092706812,9.56961296109955,117,383,117,72,30647,0,0.7693939166513857,111
56500,1338,116,1.4304014273526697,3.220359402938739,5.240505408172954,9.554869878994445,136,364,135,104,31492,0,0.81108608959956,145
56600,1358,118,1.4306976526086572,3.17500211917659,6.028966729781538,10.230223187743894,129,371,127,91,32756,0,0.9426613850011123,218
56700,1326,112,1.4474442857933776,3.2409000132431753,4.757457288053305,9.273333552961974,130,370,128,83,30306,0,0.7090612693936991,105
56800,1356,130,1.4219267337809633,3.195403159094123,5.31379124108251,9.605669826266373,129,371,127,89,31312,0,0.7941257996737439,138
56900,1329,107,1.4380077359103394,3.2720385011146544,4.92497924121148,9.361348142346788,128,372,127,79,31116,0,0.7602024317495831,129
57000,1326,100,1.437971825503986,3.2053403028407708,4.919866623174503,9.403398518651214,128,372,127,86,29398,0,0.7151239709234035,111
57100,1281,165,1.4326507153132795,3.1879565568693993,5.030141611332926,9.299114234580497,136,364,135,95,31012,0,0.7262231212730242,155
57200,1353,182,1.4360328599060352,3.202714982189371,5.061108109844569,9.400390880652647,123,377,122,78,31084,0,0.7656945597547166,111
