tick,executed task,wasted task,communication time,executed time,waiting time,all executed time,leader count,member count,reciprocity leader count,reciprocity member count,message count,overflowed task,average subtask queue size,rejected task
3300,1302,105,1.6999195070758513,3.29038674131437,6.023510958672259,10.77691179206286,141,359,140,77,34031,0,0.9357181264361669,202
3400,1310,142,1.6955434003576948,3.3464069931694795,5.936787326030412,10.740239668763374,150,350,149,88,33771,0,0.9196628884433857,142
3500,1280,129,1.690335424133843,3.298186458042802,5.9324181274022205,10.69831530449442,144,356,140,85,32721,0,0.8866044918873528,132
3600,1256,161,1.6934348078881172,3.2918864389736355,6.0770849327358265,10.709310896258891,151,349,147,86,34387,0,0.906687578099968,193
3700,1325,138,1.6783501614351861,3.290750133328726,6.038654166206377,10.67793544498354,156,344,153,95,34825,0,0.9442913104517879,200
3800,1316,170,1.69329587712785,3.2379403662807573,6.278847244197927,10.874360862544245,144,356,140,88,34913,0,0.9745382376128083,161
3900,1293,131,1.6886112757734504,3.273411138223637,5.491988717251789,10.331443025560388,150,350,145,84,32986,0,0.8342412619639235,135
4000,1280,137,1.6764599790229147,3.3011885532461616,6.087733569119107,10.568103612230866,151,349,147,87,33376,0,0.8713173960720626,199
4100,1310,154,1.6838110323914088,3.2956036507651465,5.553222169935078,10.452557649884561,151,349,148,90,33958,0,0.901425492984311,132
4200,1345,131,1.6789695877735518,3.2974466680302807,6.027553563769674,10.829854218554162,136,364,132,65,33583,0,0.9192901314850397,142
4300,1301,141,1.6738461574583612,3.274734613084163,5.921533327216801,10.627366852438326,151,349,149,88,34976,0,0.9345220186810327,187
4400,1348,148,1.686085278414792,3.3055364517530137,6.733233783847645,11.30597311055319,145,355,142,76,34521,0,1.034718225219955,192
4500,1340,125,1.6950037118607681,3.2874918086774976,5.442154274622645,10.301013831405266,158,342,156,103,33415,0,0.8491917747759352,118
4600,1291,119,1.6828522845010254,3.3107027139941176,5.989996823562194,10.691774622404326,144,356,142,80,33408,0,0.9269977532350908,160
4700,1291,178,1.6842112341898559,3.3471197509349535,5.967739270630101,10.640886067984061,148,352,145,84,34301,0,0.900330199040897,186
4800,1303,169,1.6757018444917215,3.295769770326854,6.035136994271055,10.722891609415099,140,360,137,70,33970,0,0.9149931006440388,136
4900,1297,154,1.6788407077752225,3.327029215979652,6.02197309187201,10.684711789072969,152,348,150,95,34387,0,0.9532846774270023,153
5000,1328,142,1.6777717413463855,3.296606077233572,6.287551774887886,10.885979347292299,138,362,136,69,34139,0,0.9508884973337806,171
5100,1320,130,1.6851207242253734,3.3112058335220986,5.752696348101577,10.489948351357638,147,353,142,78,33310,0,0.8598569291000046,149
5200,1299,134,1.670015333896863,3.2852587442849455,6.089013935975223,10.708672191419094,145,355,141,86,33754,0,0.9270864478168861,151
5300,1297,130,1.669562917644287,3.32248203374834,6.528042156088227,11.112729622351889,151,349,149,88,34294,0,1.0276856863058421,187
5400,1312,160,1.6700848943339395,3.308894331018493,6.349839941927356,11.02054880626759,151,349,148,86,34098,0,0.9437310840681258,167
5500,1324,128,1.6589574789723407,3.3005383354590565,6.297816682587821,10.925625289485293,141,359,140,75,34597,0,1.0119386919334796,162
5600,1306,159,1.6437758033726015,3.315428457139472,6.150148456460825,10.808213843906037,147,353,146,86,34005,0,0.9275671268776126,166
5700,1315,126,1.6681175244198934,3.2880477343523093,5.33488295340037,10.176941179874381,144,356,140,72,33482,0,0.8261884185673952,124
5800,1323,127,1.6612644348415706,3.244779432789677,5.65783625918276,10.293176015704342,141,359,138,78,33512,0,0.8693759287490805,130
5900,1346,105,1.665374520714048,3.3425524493401895,5.830100098376539,10.6122504526605,142,358,138,75,32543,0,0.8928706239015218,129
6000,1284,127,1.6660493311626903,3.3443324848635028,5.986252190586061,10.683558723180063,151,349,147,90,34174,0,0.932894360338084,166
6100,1355,148,1.672833256011328,3.2617570264386355,6.28665279742695,10.807198740699048,143,357,142,83,34808,0,0.978203360608562,148
