tick,executed task,wasted task,communication time,executed time,waiting time,all executed time,leader count,member count,reciprocity leader count,reciprocity member count,message count,overflowed task,rejected task,allocate area 0 member
44000,1110,21,1.3742132345873599,3.2047766085235083,1.2688129643236652,6.122491305682635,110,390,105,56,16540,0,2,3842
44100,1192,26,1.367053057654301,3.197320046902766,1.4763533546662986,6.295833645899169,108,392,106,58,17980,0,0,4234
44200,1194,21,1.3686355595573527,3.2566126190359075,1.6093864578124866,6.514233122857999,107,393,103,51,17541,0,8,4097
44300,1143,17,1.4016002467330981,3.2090220278756845,1.306506438707016,6.185072726693294,106,394,104,46,17221,0,1,4055
44400,1206,30,1.3967877710184056,3.216118940385069,1.4560532406796485,6.336308960903179,103,397,102,64,18231,0,1,4216
44500,1139,19,1.3976652511602254,3.1940510826075905,1.6157222424015143,6.4650966311619,112,388,112,66,17535,0,4,4118
44600,1212,7,1.3931393674542452,3.2381289579611865,1.5494110579999256,6.491690434108673,102,398,101,44,18112,0,3,4275
44700,1236,19,1.3580092563727262,3.190564906518614,1.7573699527376114,6.55934642780429,109,391,106,72,18191,0,5,4329
44800,1211,21,1.367727958717615,3.176117525365585,1.5171836760897859,6.317456079627952,111,389,109,67,17592,0,4,4130
44900,1125,20,1.3752813120427683,3.2192822996139676,1.258889164503232,6.1064742311723705,111,389,108,50,17057,0,1,3966
45000,1204,26,1.3781277456304775,3.230745826924665,1.5222065777428737,6.399748488598826,106,394,106,56,17661,0,1,4148
45100,1153,25,1.3764093106617157,3.1997832429590227,1.3919289070278449,6.252933964708762,106,394,103,49,17414,0,1,4063
45200,1178,20,1.3595855668311236,3.1992710757178173,1.3497016691653416,6.140726197248277,106,394,106,48,17642,0,2,4147
45300,1144,21,1.370036638101476,3.2031965935943667,1.3068945861086396,6.180161855813808,114,386,114,77,16932,0,3,3980
45400,1172,18,1.3497519347461107,3.238859015663968,1.7889769944409941,6.629490744422251,103,397,103,55,17323,0,12,4129
45500,1206,11,1.343437144501737,3.1645174812333874,1.5169209630934695,6.289291918200837,113,387,112,70,17947,0,1,4268
45600,1228,17,1.352328195976064,3.1988161397167643,1.6094978535147084,6.366910450867769,109,391,107,58,17793,0,5,4250
45700,1124,19,1.373219829168501,3.1816438336283563,1.3699508598781835,6.190610654154632,103,397,103,48,16891,0,2,3933
45800,1266,14,1.358235445107403,3.200659909278812,1.891791251757011,6.6867766312121715,113,387,110,71,18600,0,1,4435
45900,1231,20,1.3493338364393908,3.1711720088044184,1.7313456644343943,6.527814105344026,110,390,109,65,18335,0,9,4285
46000,1181,16,1.3666309758243398,3.2430350050170365,1.4369464472759148,6.314285677350512,102,398,101,51,17383,0,1,4130
46100,1128,15,1.3752904150769623,3.18030579045455,1.399951983683166,6.2071927251739645,108,392,107,63,16843,0,7,3959
46200,1180,28,1.3649737940789572,3.1491906736549176,1.5616205192979553,6.337596333616618,110,390,109,66,17659,0,4,4109
46300,1196,29,1.3658055395073196,3.159324882980704,1.4971975643268902,6.30610028360566,116,384,115,66,17730,0,2,4160
46400,1177,20,1.3545561810499374,3.1159746001874256,1.5292283865070677,6.255756605745935,107,393,106,55,17266,0,1,4057
46500,1219,21,1.3794311662976382,3.2074074194792543,1.5432662493631741,6.413376840505411,106,394,106,63,18076,0,3,4218
46600,1173,21,1.3736241870016892,3.155577821637102,1.4519984422315029,6.262068786591531,101,399,99,47,17345,0,0,4096
46700,1159,20,1.3641171631879405,3.1449988894953917,1.4474093800085093,6.197819023456468,110,390,109,65,17473,0,7,4116
46800,1236,25,1.36325997242309,3.139679743310549,1.5839355375852846,6.361708230426325,112,388,111,65,18530,0,3,4343
46900,1135,23,1.3627351576729287,3.1578647759210696,1.454171806244088,6.213323977806625,107,393,104,53,17158,0,7,4020
47000,1216,24,1.3615789779189251,3.1948159003452803,1.7213545335239224,6.560771412349006,98,402,97,45,17902,0,9,4183
47100,1203,31,1.382342996710254,3.180561348804439,1.357598674193823,6.152179583865111,112,388,111,69,18244,0,1,4239
47200,1167,15,1.3562806115453432,3.195652357051622,1.278609244227976,6.092413334164197,101,399,100,52,17248,0,0,4091
47300,1186,19,1.3534461582256054,3.167117012334086,1.4335115634891595,6.202523950119226,109,391,108,62,17302,0,1,4090
47400,1179,24,1.3533404927122619,3.1321702655270047,1.1787840614042033,5.936234317361882,115,385,113,66,17150,0,0,4025
47500,1145,23,1.3725840418346016,3.1692415190740495,1.4069295720878614,6.184504547660484,106,394,105,55,17525,0,1,4106
47600,1177,18,1.3379361279444018,3.142445727520709,1.4930958368571319,6.2412717886841556,106,394,105,65,17021,0,1,4060
47700,1167,21,1.377690169602374,3.1160864819373275,1.1963141067284417,5.98565837023721,107,393,105,56,17001,0,0,3969
47800,1183,15,1.349725467387407,3.1219579834131146,1.3822784195218116,6.108021631221857,112,388,110,64,17888,0,2,4239
47900,1178,14,1.3444062498343208,3.1338384327802613,1.7142819782340402,6.437293533897932,110,390,109,69,17546,0,1,4150
48000,1195,26,1.3608016476070603,3.1181002107799634,1.5372061144129767,6.280739627780348,104,396,101,55,17637,0,3,4169
48100,1167,20,1.3510503671913257,3.1546286329804087,1.3783581653105512,6.153054046539504,109,391,107,59,17342,0,9,4066
48200,1164,14,1.3470309812429775,3.1576808302949013,1.4824714997070438,6.218275431435754,107,393,106,66,17182,0,4,4066
48300,1171,27,1.3539633360511933,3.1686303477063276,1.5115940126526917,6.317701862565981,104,396,102,50,17019,0,5,3991
48400,1165,18,1.3366009550089095,3.1890102478986613,1.285991200660129,6.054226240687034,106,394,104,54,17487,0,1,4191
48500,1202,12,1.3404805483933508,3.162588540272793,1.3880401972877772,6.18066718760371,115,385,112,64,17404,0,2,4121
48600,1167,19,1.3502742404695645,3.169282348970234,1.317252442111242,6.062746871199742,110,390,108,55,17640,0,3,4155
48700,1199,20,1.3522283690982726,3.194045283234409,1.236443573004087,6.080856497884588,105,395,104,48,17189,0,1,4056
48800,1166,12,1.336432504489676,3.1876801911734485,1.5066650468334972,6.218799896848168,105,395,105,61,17711,0,5,4248
48900,1191,26,1.3582594349311707,3.1711301561909604,1.5801894033022261,6.359344982629721,112,388,111,66,17641,0,6,4104
49000,1229,17,1.338948905595916,3.208652420532736,1.5938230239385616,6.374535841271969,107,393,107,58,17880,0,4,4261
49100,1193,17,1.3505840899336434,3.1898258345630075,1.4393891137198418,6.246480551713355,106,394,102,50,17519,0,3,4105
49200,1183,14,1.3507390632192795,3.1627114439224187,1.6852465028346282,6.471210686034081,100,400,99,53,17256,0,13,4100
49300,1128,23,1.3691809991216084,3.1905566840323947,1.4315874457899946,6.2254714018962565,108,392,108,61,17448,0,2,4096
49400,1155,25,1.3610318713371088,3.185387088510816,1.4144202835041344,6.234373388937713,114,386,114,63,17500,0,3,4085
49500,1182,25,1.354886742327754,3.193839362321749,1.5926830578140143,6.418810640781878,101,399,99,51,17088,0,2,3997
49600,1188,14,1.3591777002662166,3.157935482160702,1.665811660371286,6.4223115800447115,111,389,109,62,17998,0,9,4290
49700,1204,26,1.345609923622805,3.1590096829821674,1.3411763616633667,6.106942304517904,106,394,104,50,17600,0,0,4123
49800,1139,12,1.356426633235518,3.1945549226042953,1.3657444768902045,6.166737755030088,109,391,108,56,16968,0,1,3975
49900,1172,22,1.3423241432419086,3.2179727869838906,1.3212573471500753,6.129997736798947,109,391,108,67,17463,0,2,4114
50000,1184,22,1.34960125820088,3.1723611221688124,1.5797527982167576,6.356174525124464,102,398,102,51,17486,0,4,4122
50100,1191,18,1.3428524918466198,3.1980688590845294,1.686265717537624,6.469554398183119,98,402,98,56,17869,0,1,4214
50200,1143,17,1.3535995913752532,3.186114060856159,1.230167830661904,6.013267695610995,105,395,103,52,16866,0,2,3937
50300,1166,31,1.3777794322827734,3.1632079110962685,1.479478991905781,6.231287382138222,114,386,113,79,17593,0,7,4133
50400,1179,28,1.3495575380934886,3.175480038627203,1.4370243226637793,6.213344898845223,98,402,98,49,17705,0,1,4187
50500,1161,18,1.337971921471515,3.178541265281379,1.4732071866000436,6.2214910984210094,105,395,104,58,17223,0,5,4033
50600,1168,18,1.3540026256614572,3.1296371481907928,1.5685055231084226,6.321652571351491,106,394,106,55,17322,0,7,4125
50700,1156,16,1.3453263511445777,3.1800887171255483,1.3970127149722305,6.15544279544722,103,397,100,57,17268,0,1,4095
50800,1141,24,1.3342763794652068,3.1872527077665054,1.4818961494424854,6.2538834405109265,110,390,109,68,16928,0,4,3984
50900,1136,14,1.3345167709800565,3.155768819319318,1.4854271196348259,6.205956312472421,108,392,106,65,16656,0,6,3969
51000,1201,27,1.349641793253182,3.2073554848208623,1.4240752309659082,6.2400527299572355,102,398,101,57,17783,0,3,4181
51100,1217,21,1.3687163273194185,3.188693030533431,1.3806524983409658,6.211757551377254,109,391,108,60,18283,0,6,4288
51200,1152,18,1.3343661374155078,3.212667173075829,1.1750804910914412,5.975322819145479,99,401,97,49,16884,0,4,4053
51300,1138,22,1.3641499515109432,3.1892226707074958,1.4974086137679918,6.326609669144111,111,389,111,68,17408,0,7,4055
51400,1215,30,1.3744239328187506,3.1897109334706926,1.7349901471659148,6.598843752223026,109,391,108,59,18141,0,9,4220
51500,1208,15,1.3279168281416478,3.1228665731005893,1.3286213892256464,6.018908361840783,113,387,112,69,17860,0,0,4257
51600,1167,24,1.3449081172660657,3.2006096996279076,1.3651668615548997,6.156663534950212,101,399,100,56,16986,0,2,4032
51700,1170,21,1.3493809760485609,3.0877621070674883,1.346388272705803,6.022366806744101,105,395,105,58,17279,0,2,4100
51800,1195,16,1.3384111861315426,3.1427537204605627,1.407212938250949,6.129167256795754,106,394,104,61,17754,0,1,4198
51900,1147,13,1.3374140338456004,3.1584732864437433,1.3638910769337336,6.0948859728053675,104,396,102,45,16539,0,0,3927
52000,1216,12,1.3240363679706808,3.2317803771748395,1.426696656466765,6.243425893652781,105,395,105,62,17257,0,1,4096
52100,1179,19,1.314841722062208,3.1924142585992024,1.6952986059599646,6.417478124299343,104,396,101,54,17064,0,2,4065
52200,1155,18,1.3301326763431707,3.144052350630538,1.2406591862860714,5.944110978267429,108,392,108,59,17502,0,4,4155
52300,1248,25,1.3460238582732438,3.2109898417532934,1.4553881152030834,6.292849408353719,107,393,107,59,18349,0,1,4323
52400,1194,19,1.3546330601735235,3.2242285718942427,1.6597776284536394,6.455368147510175,111,389,109,62,17984,0,5,4224
52500,1132,20,1.3294193825342433,3.162707065386341,1.3329697145609538,6.069811262997636,104,396,103,60,16670,0,0,3925
52600,1197,22,1.349663535550788,3.163652965340834,1.7512427915322244,6.488303542460076,106,394,103,55,17994,0,11,4215
52700,1172,19,1.3486948273031403,3.2286926572778416,1.4772411574848885,6.296694004355885,106,394,103,58,17609,0,3,4147
52800,1175,17,1.3356054505009707,3.1634286699908567,1.402440437105833,6.141381856999565,106,394,106,53,17515,0,2,4163
52900,1207,21,1.3405740174861853,3.1805971989385067,1.7066856256107445,6.498233806094871,107,393,105,54,17642,0,9,4151
53000,1175,20,1.3266041007596496,3.191295345938363,1.538429717327241,6.294041847222466,110,390,107,63,17310,0,5,4119
53100,1148,22,1.359360907240495,3.2232104231609537,1.292210006031511,6.113158307777806,110,390,110,69,17200,0,2,4050
53200,1185,24,1.3514300488353483,3.187330374767161,1.29395049417093,6.085946936501487,107,393,105,60,17308,0,0,4060
53300,1242,14,1.3262168156630292,3.1709831464200016,1.4277276201850966,6.168738104182577,118,382,117,83,18461,0,6,4347
53400,1190,22,1.3321912875494155,3.168419245406921,1.166293013983682,5.906643378203615,105,395,101,54,17471,0,5,4131
53500,1121,14,1.3331130233078015,3.1498875708808454,1.2000577848225586,5.907942291614806,100,400,98,42,16737,0,1,3982
53600,1140,24,1.3204690090160782,3.1328883900255367,1.166644671091897,5.8057087581258235,108,392,106,55,17023,0,2,3981
53700,1181,19,1.344524577321121,3.142894250213808,1.4068521929579934,6.157385156299334,103,397,102,58,17565,0,3,4157
53800,1188,14,1.3179559251464181,3.1629046550901716,1.4015256276351762,6.122545601427057,109,391,108,65,17458,0,3,4166
53900,1185,22,1.3275005801925874,3.1281338850672107,1.0892511966448084,5.79354364491694,105,395,104,55,17532,0,1,4126
54000,1245,15,1.3378056469824164,3.1376049617309474,1.5230494158643304,6.2211496147376515,107,393,107,63,18706,0,3,4456
54100,1192,13,1.3358915714538824,3.1676987996943766,1.4191597312817457,6.149532570839591,111,389,109,68,17518,0,2,4122
54200,1174,24,1.363633577071222,3.2105902260914836,1.2693048510419969,6.0791069387901135,106,394,106,62,17681,0,0,4145
54300,1189,17,1.3291099690377945,3.166309000025409,1.3607094976547922,6.103451999580243,99,401,97,56,16873,0,0,4013
