tick,executed task,wasted task,communication time,executed time,waiting time,all executed time,leader count,member count,reciprocity leader count,reciprocity member count,message count,overflowed task,rejected task,allocate area 0 member,allocate area 1 member,allocate area 2 member,allocate area 3 member
2600,530,69,1.762227110186339,3.1962164177960277,2.3193848260422993,10.5727956097624,60,59,58,27,10936,0,5,314,570,865,757
2700,537,76,1.7507917853369954,3.1290385354228163,2.9537805265402546,10.918542956250285,59,60,55,30,11160,0,15,317,540,908,769
2800,544,74,1.7811483157088,3.1923602900779233,2.6810861353695445,10.948410419393776,58,61,55,22,10886,0,15,334,550,874,735
2900,521,41,1.7930456793593468,3.206395915250409,1.9570869381075757,10.352570144463137,57,62,56,23,10312,0,9,321,565,873,705
3000,523,55,1.788259248479694,3.2317230239831405,1.9215770330682997,10.601233984439892,58,61,56,24,10419,0,6,285,586,864,715
3100,540,70,1.7692045699153929,3.1595418937797275,2.168425961531439,10.253618292149334,56,63,54,29,10820,0,11,280,565,860,779
3200,527,56,1.77147358394711,3.193229305131289,2.4956355895499853,10.44112237848869,58,61,55,22,10849,0,18,282,573,920,779
3300,550,59,1.756182693182828,3.196725586553477,2.2892999285531683,10.436229070418742,63,56,63,31,10894,0,13,333,569,900,784
3400,566,54,1.7565072271746374,3.2262599496989304,2.416484682706286,10.58219548975203,57,62,56,24,11006,0,13,317,617,947,837
3500,564,49,1.7737266399376952,3.2027711191934993,2.5739776398646144,10.957758506153539,60,59,58,27,11134,0,18,321,607,973,816
3600,543,55,1.7861954394699788,3.212309165171403,1.7702414150556223,10.399602808521562,61,58,60,24,10635,0,1,320,532,929,761
3700,538,77,1.7721244483453245,3.2080388257885892,2.7484436648511554,10.690816952846314,63,56,60,36,11109,0,16,318,523,946,780
3800,554,69,1.780339914826861,3.2337109600554164,2.587754600858373,10.787709046062794,56,63,54,23,10558,0,14,329,530,850,789
3900,546,63,1.7809126009952325,3.111691921634462,1.6633235876961336,10.21575783988799,62,57,58,30,10858,0,11,332,603,978,719
4000,538,80,1.777273356542743,3.1448445459154915,1.6171535050943486,10.192272578128556,59,60,56,26,10967,0,9,300,565,938,770
4100,577,75,1.764934602856104,3.1711623438554266,2.0562200136777293,10.450639619982734,64,55,61,29,10964,0,9,313,556,1008,762
4200,601,73,1.7660276362607699,3.132183091788725,2.0408387395387453,10.33372130173658,64,55,63,31,11077,0,11,331,582,999,784
4300,551,62,1.7399988790100582,3.1367494349877614,2.4813430764160187,10.368681125208182,62,57,61,35,10676,0,10,284,533,979,846
4400,567,78,1.7423828519835107,3.172590227602395,2.285881210260631,10.552723826104886,61,58,58,24,10945,0,15,273,532,1017,808
4500,520,62,1.7435514248052075,3.1903963961827615,1.855343786436476,10.324545882966339,58,61,58,25,9717,0,8,232,488,925,741
4600,542,61,1.7504847531799772,3.185737960256608,1.7338333922526805,9.870551426713208,59,60,58,26,10201,0,2,222,502,1020,774
4700,526,56,1.7490523591439073,3.1725307543021497,2.0707202219955123,10.754455876069155,59,60,59,29,10030,0,17,252,543,919,769
4800,518,42,1.7217373130128613,3.1408195084997708,1.9990273863445873,9.92873635742355,54,65,54,20,9578,0,11,250,475,910,737
4900,499,41,1.7340933526259845,3.138217101443552,1.6759088798362034,9.520264166797327,61,58,58,29,9501,0,14,224,507,929,734
5000,508,49,1.7668877905681686,3.189016209308166,1.588727487366047,9.920708913924194,57,62,57,28,9173,0,8,241,498,924,687
5100,481,52,1.7232716037982525,3.194085710832491,2.218169175399252,9.766297438952726,52,67,51,27,8968,0,12,204,477,834,698
5200,536,49,1.70999302883284,3.170945486222656,2.3402253726052704,10.408446590964724,54,65,54,28,9986,0,16,232,514,981,768
5300,507,37,1.6986610510720288,3.1708691609257227,1.3738899618533593,9.77308036320401,46,73,44,21,8699,0,3,190,440,880,716
5400,461,36,1.6813535794974808,3.183476053027444,1.6331712872333641,9.090204305579162,59,60,59,34,9240,0,15,200,464,874,807
5500,533,66,1.6621234506744966,3.2081105338144265,2.459386781201335,10.631826335346076,57,62,56,32,10170,0,18,224,489,971,834
5600,497,53,1.6712979001643733,3.135056478378087,1.901547924823891,9.397806848775646,55,64,55,28,9586,0,5,185,468,868,823
5700,533,63,1.6677991972780375,3.145006772598462,2.0993680492183904,10.16820350589841,54,65,54,32,10026,0,7,199,498,909,853
5800,491,52,1.6855833521974395,3.2004991661820084,1.7991674890985536,9.904997707916193,58,61,58,36,9264,0,8,172,441,877,807
5900,562,64,1.680301658454014,3.2433230463765113,1.959990242963586,10.010518316657707,59,60,57,24,10409,0,3,175,579,953,857
6000,566,70,1.6368183783481272,3.166766757426274,2.2262230629530486,10.031941152730177,53,66,52,26,10048,0,9,193,494,996,865
6100,525,59,1.6417900021163998,3.199862940180665,2.036876952815526,9.781279062993127,51,68,50,31,9321,0,5,164,490,904,784
6200,493,52,1.6270202418052293,3.1718924789989145,1.7155117239098303,9.490628814662546,55,64,55,28,9054,0,9,182,449,854,779
6300,463,77,1.6747703569930408,3.1122134686316305,1.7896032143668297,9.582559740956414,57,62,57,37,9350,0,5,206,418,811,755
6400,517,55,1.6550060990380424,3.1249814145477677,1.9056490048318908,9.768037583774992,58,61,58,26,9548,0,7,228,496,864,822
6500,527,54,1.6352178973498344,3.174559653589534,2.817693513242804,10.102265168081743,55,64,54,30,9743,0,13,209,553,868,849
6600,526,68,1.6366105499274932,3.190294092484827,2.5067726151416343,10.243178473197792,56,63,56,22,9525,0,9,188,512,831,781
6700,519,51,1.6480483225723115,3.1181316701664663,1.9021490322997954,9.768463592835632,57,62,56,25,9877,0,8,232,563,939,827
6800,555,52,1.6628404542734418,3.1998634055305155,2.139348018691357,9.635866225880367,55,64,53,30,9639,0,6,215,481,897,813
6900,512,47,1.6117337250361425,3.154807495786493,2.47013001166617,9.738524044886825,56,63,56,32,9452,0,11,181,519,861,866
7000,519,44,1.6659157137972156,3.2016175112604315,2.370275968980015,10.275591201699028,59,60,59,39,9731,0,19,203,511,920,820
7100,549,44,1.6647109587626927,3.2276091533612172,2.7168167641573375,10.500386527873316,55,64,54,30,9461,0,18,226,542,820,802
7200,511,62,1.6543455269390857,3.211484399473729,2.269376459656537,9.840760146352029,57,62,57,34,9938,0,10,191,521,857,882
7300,539,54,1.6352094778672326,3.1533885803597963,2.208404000067002,10.418724038417112,55,64,55,32,10050,0,20,184,561,890,896
7400,517,41,1.6170791433883127,3.2190109094927912,1.7242979307595263,9.102457019557763,52,67,52,30,9086,0,7,196,513,828,812
7500,506,53,1.6486890927339815,3.1824473370891235,1.7842070743088854,9.518574185184242,54,65,54,28,9287,0,7,187,494,823,795
7600,515,72,1.6623931845483348,3.2031130753244783,2.033010809243595,9.929464187096618,56,63,55,35,9469,0,10,171,466,825,836
7700,489,55,1.655830351691034,3.1956861760378934,2.102513784758707,9.627673241555595,54,65,51,27,9752,0,8,186,476,923,837
7800,532,72,1.6629032944433184,3.1432524618861635,2.6023196391178947,10.176425089031788,53,66,51,31,10365,0,28,197,521,941,870
7900,525,44,1.6303930568654044,3.1492564080435965,1.9598473483878962,9.863602062382984,52,67,52,28,9805,0,17,180,585,932,851
8000,528,59,1.6678082485901078,3.1628585569798395,1.802373353060923,10.084885398214675,59,60,58,37,9750,0,15,214,560,841,818
8100,531,24,1.6380388353516755,3.1773988859854487,1.8277359118772276,9.42190164548632,55,64,55,28,9275,0,5,215,548,911,836
8200,525,49,1.6272727192673002,3.1285186857414184,1.8297049239795529,9.62620555376626,57,62,57,35,9577,0,9,220,537,953,832
8300,545,51,1.6407170555830228,3.209986166367681,1.7377915717738384,9.895745142545245,52,67,51,31,9661,0,6,201,549,905,793
8400,524,49,1.6371566546839094,3.1623899410438985,2.0955139867867474,10.035555814492728,56,63,56,29,9637,0,19,202,537,858,871
8500,553,76,1.6425203769219567,3.1875369955936956,2.5632655290227704,10.678318092608755,55,64,54,31,10090,0,19,163,489,928,833
8600,511,35,1.6508894944417662,3.124340967103444,1.7661824305390008,10.009972643794812,53,66,53,30,9701,0,10,179,524,945,844
8700,532,54,1.652889721291274,3.17304534074126,2.0108945927529107,10.190497167087372,58,61,56,38,10097,0,14,214,540,908,850
8800,544,55,1.6329372878593444,3.198087315551862,1.9296594804031697,9.806254866657605,55,64,55,36,10024,0,13,208,496,957,845
8900,537,61,1.6417460949246938,3.2020851898868106,1.990431699295442,9.487969918936413,58,61,58,38,10073,0,8,191,515,912,876
9000,538,64,1.6219807005237363,3.2289234829932894,2.089259310327337,9.415166428024069,56,63,55,40,9793,0,10,176,513,907,852
9100,523,44,1.6347194050333074,3.201818036166823,2.282445681995903,9.876600244998373,56,63,54,38,9386,0,4,185,506,837,868
9200,499,54,1.6549414409944114,3.215739539357408,1.8808982020859495,9.422900511875328,54,65,54,33,9476,0,10,173,480,856,816
9300,538,61,1.6451245188712826,3.191093755942357,2.2191737043525888,9.87986916213402,55,64,55,37,10031,0,11,210,537,880,891
9400,532,48,1.6640533460579467,3.2164222558658264,2.415879198976822,10.362236762756336,60,59,59,40,10069,0,9,219,559,876,863
9500,510,46,1.6490072951869805,3.1713426216858216,2.3714614182927356,9.88914364419681,52,67,51,31,9757,0,17,173,530,797,854
9600,500,86,1.6405845161421286,3.114399730353246,1.313872719864981,8.999845759912398,52,67,50,33,9354,0,1,146,487,796,777
9700,504,41,1.5979290478211092,3.1874615577486822,1.5793084080879023,8.716272978396718,54,65,53,34,9185,0,8,165,542,851,835
9800,515,73,1.62026597191927,3.293217478541532,2.667232953805521,10.265477496526591,56,63,55,39,9888,0,22,166,509,859,864
9900,528,74,1.6411524010598553,3.1804616286759186,1.6495157765929975,9.158079355575238,54,65,52,36,9819,0,5,176,475,952,791
10000,540,66,1.6074094687603913,3.180937945720075,1.7550964106769829,9.53671281538419,56,63,53,35,9941,0,6,174,487,925,905
10100,532,39,1.5978922428948175,3.1492330568086437,2.103088079642081,9.80570008317829,58,61,54,37,9744,0,4,218,520,879,928
10200,523,51,1.6413507217288612,3.186663995041996,1.7084861273492689,9.577406834228833,54,65,52,35,9461,0,11,214,481,878,839
10300,525,67,1.6399134723975708,3.191202012063931,2.125361379822428,9.724280656184591,55,64,53,33,9767,0,13,214,448,922,861
10400,510,57,1.6697445218103844,3.194799564567121,1.8142830848142915,9.786765325694791,54,65,53,29,9068,0,8,203,488,865,756
10500,549,53,1.630986384860293,3.1724209344468783,1.763200227320916,10.207215673034257,54,65,52,37,9671,0,10,214,521,932,815
10600,517,50,1.6346693110753616,3.1544139532102116,1.7633162769556177,9.436549976240519,52,67,50,34,9477,0,5,202,472,904,814
10700,484,50,1.6224134917004258,3.23730835883928,1.4846348516393575,9.146456660007681,51,68,51,29,8691,0,9,175,471,697,805
10800,494,66,1.6631934948978782,3.1979655134980534,2.112331124927522,9.418148056041177,57,62,56,37,9637,0,12,231,487,874,799
10900,506,71,1.6309081531744576,3.1508717050344694,1.745974439449991,9.461038998668533,47,72,46,27,9284,0,2,211,528,811,788
11000,476,64,1.6027323106338438,3.217630092501658,1.7269846877365427,8.869948262831484,57,62,54,35,9031,0,10,194,486,795,788
11100,514,88,1.6315669233397592,3.219778046232438,1.941722083985396,9.46803306778765,52,67,52,33,9636,0,8,180,457,844,792
11200,496,71,1.631985307070261,3.2570937086131657,2.0463320779622807,9.563364357967403,54,65,54,35,9474,0,8,175,497,869,782
11300,499,65,1.616621740635162,3.089844840875478,1.8698587121422972,9.054611584424185,49,70,48,25,9164,0,4,159,494,857,771
11400,483,52,1.598830699789895,3.197589152830219,2.149248873272698,9.496572213144113,54,65,53,31,9259,0,12,140,550,814,826
11500,530,99,1.5986856848308009,3.1591500334134843,2.1585997800519046,9.803983712602989,58,61,57,37,10197,0,13,173,531,802,868
11600,516,69,1.6229659492755377,3.124502770603347,1.7506125753121062,8.973801074227088,48,71,48,30,9449,0,5,164,484,815,849
11700,497,61,1.646619519639862,3.1703780488555418,1.82302814921954,9.353186840560504,55,64,55,39,9243,0,6,183,467,881,733
11800,501,74,1.6104185789199519,3.205088897162616,1.8862091484577235,9.407643389766887,52,67,52,28,9452,0,13,171,464,905,781
11900,511,57,1.6328668131435409,3.226726304223601,1.9233071534457298,9.901119226057407,58,61,56,44,9669,0,6,194,494,948,806
12000,534,82,1.5790490411289455,3.1409493857413677,1.9770272131089792,9.548157513655369,51,68,51,32,10049,0,8,155,556,871,879
12100,500,50,1.598415691387153,3.24611680472462,2.3948715416582607,10.156001636652627,54,65,51,37,9432,0,18,174,482,861,846
12200,540,54,1.5806238276450189,3.1513113466188742,2.6182230629066736,9.82638582416373,53,66,51,35,9391,0,10,149,457,899,861
12300,501,59,1.5827498114257132,3.1056640551858936,1.5181384194036556,8.932611444436429,51,68,47,34,9071,0,2,156,487,807,783
12400,467,64,1.5755503025776736,3.2110163821801696,1.5971542080978092,8.666915383575988,48,71,46,32,8739,0,3,143,473,766,763
12500,505,73,1.584034404722774,3.168754336391727,2.216572460192314,9.309393130159172,55,64,52,37,9829,0,13,163,539,809,860
12600,538,57,1.60087417075908,3.2350322250759493,2.3417419167792564,9.727990814982416,53,66,51,35,9637,0,9,163,533,866,891
12700,506,59,1.5987945679893374,3.259942648208549,1.9309089910355255,9.504304107913262,54,65,50,28,9130,0,5,150,513,844,774
12800,539,73,1.5893325350327097,3.2166709071181434,2.0744378089850684,9.634051894445363,54,65,53,41,10369,0,11,188,593,912,912
12900,546,78,1.5711999393546083,3.196536551619269,2.5462244590676444,9.616774554385474,56,63,53,40,9732,0,10,142,534,804,886
13000,523,58,1.5923243020783595,3.2341791132917104,1.7829408668431908,8.839480144184499,52,67,52,40,9335,0,4,171,510,840,842
13100,526,53,1.5949159590635673,3.196114960241504,2.0324128320230757,8.950116966540818,58,61,53,36,9659,0,7,163,535,865,899
13200,526,65,1.568755124006329,3.1993843949140692,2.3123433996845035,9.400135074725542,51,68,50,37,9592,0,13,155,465,915,891
13300,506,63,1.5889650750489255,3.2127001691857497,1.8874375515230206,8.820891302074541,56,63,55,37,9428,0,7,148,463,831,884
13400,515,77,1.5606066303404638,3.2955923629834754,2.226209247003961,9.546451617507175,52,67,52,31,9639,0,23,170,491,952,836
13500,524,49,1.5890664528354383,3.2517674056724077,1.7029462847358636,9.207979768281696,53,66,51,34,9196,0,7,141,503,899,827
13600,524,70,1.584315423206203,3.2925847188560255,1.8367895424333898,9.27578807101827,53,66,53,35,9703,0,9,159,505,839,898
13700,508,82,1.5908860182545947,3.1759430127159693,1.91399498142499,9.144743413882248,52,67,52,34,9498,0,11,159,443,848,853
13800,508,70,1.5941053738373874,3.2876955157065186,1.6378249130261935,9.153206438222036,49,70,48,35,9088,0,4,146,445,839,804
13900,500,56,1.5839758567330273,3.230517810934013,1.589939863008635,8.904551248980928,51,68,51,31,9145,0,0,153,469,871,810
14000,534,60,1.5925597006342336,3.214150951852938,1.8839587697839761,9.125359847768538,58,61,55,35,9542,0,7,154,519,819,902
14100,539,75,1.5737991224434578,3.2658217741221027,2.127473769575561,9.357437820076536,54,65,53,41,9612,0,12,133,461,906,912
14200,499,61,1.5641597813219912,3.290125788707936,1.7747756065643427,9.118741374530654,53,66,52,33,9339,0,4,151,488,889,846
14300,538,66,1.5812547550255462,3.2188663464081104,2.371300275711701,9.96904151108858,57,62,55,39,9368,0,16,157,479,904,852
14400,512,53,1.5710553148163207,3.243800945922359,1.4923633494089845,8.731865406803976,56,63,55,39,9119,0,1,158,455,864,839
14500,529,54,1.5768810924193917,3.235535764834698,1.845939428907252,9.23433025547413,49,70,49,35,9574,0,3,144,482,902,929
14600,502,56,1.5639723912708516,3.2262136571808755,2.342463638948557,9.051869316759332,52,67,50,35,8952,0,8,142,433,805,849
14700,543,69,1.5580188916781321,3.2028175471727023,1.670362548412044,9.04756658233694,55,64,53,36,9885,0,5,164,485,926,922
14800,542,57,1.560317557870837,3.1923333487362493,2.259497666037217,9.408844805845796,56,63,55,34,9819,0,15,166,537,894,932
14900,549,63,1.5461898314945555,3.352661688227528,2.218341968015841,9.637550776355933,50,69,49,38,9806,0,9,172,496,881,921
15000,508,55,1.550712162314244,3.219801840614258,3.0146478438945956,9.874851486261871,55,64,53,38,9520,0,16,162,495,814,922
15100,555,68,1.5627281424813462,3.2201810653518423,1.8980464785310238,9.347545039481464,55,64,54,41,9967,0,4,152,510,919,934
15200,516,78,1.5688564695423353,3.2637562176317516,1.6591534879821639,8.946968710016009,54,65,52,38,9347,0,2,114,438,820,893
15300,504,72,1.542571075457369,3.202603632660021,2.408478557565773,9.646892991693242,54,65,54,40,9763,0,9,127,451,843,971
15400,542,64,1.5406483725565556,3.247347743555648,2.4779103298158445,9.670667141025858,51,68,51,35,9711,0,6,129,498,889,964
15500,521,55,1.5416466445769412,3.2026830563223037,2.1867342118967077,9.259133739771526,46,73,46,33,9257,0,5,133,442,828,952
15600,486,51,1.5420440677090244,3.2655240303940163,2.303777304004545,9.181257658537525,54,65,53,42,9310,0,20,156,472,825,908
15700,551,65,1.5549723020789386,3.2120271108675182,2.216939732244023,9.49180818071762,55,64,54,41,10175,0,11,159,468,973,974
15800,539,67,1.5333240847452652,3.193380427997878,2.127744383778939,9.264333512796089,48,71,47,30,9789,0,6,137,462,854,938
15900,492,68,1.5567461648876366,3.260249658673087,1.9622023010917764,9.184923169094537,58,61,56,45,9398,0,7,177,439,802,910
16000,546,93,1.5323234864560278,3.19892515310684,1.925874676280935,9.115116441550752,53,66,51,34,10121,0,4,142,463,873,961
16100,551,45,1.533462945154836,3.216258615164301,2.1584925615093793,8.763615876591738,49,70,48,32,9062,0,22,153,465,838,915
16200,497,53,1.5400080740396545,3.245276114394315,1.4203950522991549,8.043384213519428,56,63,54,39,9077,0,6,160,444,864,882
16300,494,59,1.5412770796756166,3.2427601867462976,2.2875946002683323,9.054237769945427,49,70,48,31,8950,0,7,177,413,815,890
16400,508,73,1.506006587920546,3.2622346721078146,2.136961622722258,9.173843869964857,53,66,52,41,9190,0,10,147,425,843,873
16500,513,69,1.5470174327826671,3.2023063137039647,1.898887617066502,9.042915674966565,53,66,52,39,9337,0,6,150,453,887,865
16600,524,72,1.541766942151234,3.2295494790427473,1.8304181880023933,9.416265897085033,51,68,50,39,9754,0,7,163,489,869,889
16700,541,58,1.5324058719589826,3.2627679164730417,2.1381431251199006,8.995578877384583,57,62,55,48,9687,0,5,181,496,833,981
16800,542,72,1.541775034710615,3.2975513202219906,2.3673827636806557,9.232069738482668,51,68,48,38,9948,0,11,169,484,862,937
16900,510,73,1.540320387533752,3.29502929766091,1.6440251832241055,9.093058853766564,56,63,54,44,9393,0,2,152,458,799,894
17000,548,55,1.545546652263322,3.2848588441574913,2.4057028243869265,9.543054675184676,51,68,49,35,9809,0,16,151,511,874,1004
17100,506,83,1.5302663465170665,3.2675799460081403,1.4510847554782693,8.446612521502129,53,66,52,44,9175,0,7,129,428,794,839
17200,514,55,1.4858564488780421,3.35235631497517,2.1652308224554786,8.845711084440538,53,66,53,46,8863,0,9,127,449,756,927
17300,547,42,1.495385330896872,3.2414830776942596,1.9422775425233625,8.965096915883572,52,67,52,40,9276,0,2,163,485,901,960
17400,524,51,1.5111004986187266,3.3028116422168043,2.1939280855355103,9.760768674801037,50,69,48,36,9050,0,12,156,450,915,880
17500,531,44,1.512035895807063,3.2036987798827052,2.174037421547407,9.27930642492843,54,65,54,42,9938,0,10,178,533,874,966
17600,550,50,1.500297497168116,3.210906571848854,2.4425361235110046,9.099637839680929,46,73,45,32,9234,0,14,147,487,835,958
17700,505,65,1.5103197500370695,3.208839939645087,1.7317179072514712,8.549359468056059,51,68,50,39,9253,0,11,155,439,840,866
17800,520,47,1.5069282443760508,3.26109407696077,2.2851337356385577,9.291140815368482,55,64,55,43,9435,0,19,174,486,863,949
17900,544,40,1.5195737654844137,3.267778418875986,1.6813216013491599,9.07700005354674,52,67,52,44,9405,0,4,151,474,943,918
18000,521,60,1.4981683757342639,3.268603453238973,2.2993104424999427,9.181746837044072,56,63,56,45,9426,0,12,139,466,869,929
18100,548,74,1.5080844325754543,3.2728870467136755,1.979869768502299,8.794698460202241,54,65,54,45,9947,0,7,147,526,874,981
18200,533,63,1.509155335708103,3.2507039812377996,1.5500200833505053,9.051045544286888,57,62,56,44,9811,0,6,156,488,910,950
18300,556,70,1.4980317787005282,3.3279410193255274,1.963513587642025,8.965026836485258,55,64,55,46,9977,0,8,165,523,881,973
18400,560,59,1.5243864089839887,3.207767435662075,1.9067568938044073,8.745869983010751,48,71,48,33,9437,0,11,165,519,886,919
18500,519,40,1.5175671656389744,3.2725419425467375,1.848977934724842,8.87321608331265,51,68,50,37,8983,0,8,170,483,788,927
18600,516,46,1.4988481569370447,3.170489376961336,1.6959315525367886,8.624942674934985,47,72,46,32,9059,0,2,154,474,778,932
18700,494,50,1.5201719592831042,3.265875900306985,2.2566373941322055,9.016744014549806,49,70,48,37,9024,0,9,149,501,778,901
18800,536,39,1.4973532174753992,3.254742900111869,2.160685281411262,9.31898099819344,50,69,48,38,9248,0,14,143,485,916,904
18900,527,58,1.5157642972010255,3.261325447643638,1.64260953378072,8.885109088132605,56,63,55,45,9475,0,2,173,507,854,880
19000,553,77,1.4896990106133219,3.2366628565935485,1.5541141697138778,8.986342166320654,54,65,52,37,10029,0,1,152,520,922,929
19100,549,76,1.4792628153582223,3.2188129425753895,2.1209821995876244,8.915558850637396,56,63,54,45,9948,0,4,159,454,923,1001
19200,558,68,1.4874549395722039,3.3219158558189306,2.2728584628280823,9.339705206120225,52,67,50,35,9958,0,9,156,513,911,991
19300,542,67,1.5095003485377618,3.205080492757919,1.8943718584722038,8.816628541014436,56,63,54,43,9751,0,9,170,469,889,920
19400,536,64,1.5125677991865842,3.1902477772352342,1.7183266994677393,8.724979583613504,52,67,50,37,9121,0,6,145,472,876,870
19500,493,64,1.5095029886324687,3.1536937233801656,1.176032491380111,7.547835847191578,48,71,47,37,8833,0,3,140,463,793,848
19600,513,41,1.5000617874493503,3.2551680182794347,1.818002671297,8.670829125379136,53,66,52,41,9058,0,3,155,470,940,895
19700,526,40,1.4977033304762717,3.332592163750814,1.6862627150270384,9.129459773082461,54,65,54,39,8755,0,10,128,486,868,847
19800,526,48,1.4683745430056763,3.2687270001755184,1.3756666930418262,8.38202537665741,54,65,54,42,9176,0,0,131,469,885,979
19900,507,48,1.5012074679138772,3.325849296856013,2.029656994676779,9.184430470169422,50,69,49,34,9040,0,19,165,471,832,911
20000,503,69,1.5023787943081022,3.2687607917792025,1.9362297537345756,9.154151733041113,54,65,54,42,9114,0,13,135,474,823,877
20100,525,62,1.5293100447757153,3.2483565113748067,1.6286165910537957,8.413855918642524,54,65,54,38,8983,0,10,149,478,879,847
20200,526,46,1.5085187305912386,3.197156634720345,1.5641387424716569,8.71664827993381,53,66,50,39,8962,0,10,159,495,885,812
20300,499,57,1.4874238288123678,3.250072780681608,1.28532431510965,8.424189294128713,49,70,48,31,8622,0,7,142,454,826,853
20400,496,47,1.5055911663777508,3.264386952742453,1.237429032665621,8.325705911356323,53,66,52,39,8561,0,6,156,452,834,816
20500,523,64,1.498990605256495,3.2562174915562894,1.5914159479950962,8.513814300818453,56,63,53,39,9312,0,10,161,467,886,927
20600,497,66,1.4983487075663913,3.3076375082994933,2.061857659710689,9.415026250564065,49,70,49,37,9152,0,12,143,462,881,860
20700,498,47,1.5140575453568261,3.290784464257568,1.3228070231118203,8.628261105907145,51,68,51,40,8396,0,2,151,422,798,846
20800,489,57,1.514418081477602,3.3189898112854097,1.9431644914236643,9.228951432512654,54,65,54,40,9140,0,10,175,470,912,831
20900,564,66,1.5112347313916843,3.2488749197559708,1.7685131824113165,9.294765217503116,53,66,53,41,9719,0,4,183,473,976,935
21000,534,63,1.5291245734229357,3.301469735927948,1.7552710226391743,9.028610080549711,52,67,52,39,9052,0,5,149,396,912,857
21100,539,78,1.4875392926531312,3.1546113993659253,1.7051677255242654,8.425084602980998,50,69,50,41,9456,0,7,169,457,898,904
21200,521,54,1.4977821078133522,3.143748328988202,1.5360106075440985,7.971901720213421,48,71,48,40,8632,0,2,158,424,870,861
21300,516,79,1.5126220353550694,3.2691311876957894,1.706825344384217,8.434742959004337,56,63,56,42,9307,0,2,151,475,862,881
21400,511,68,1.4955090527701143,3.3067632101604065,1.7298714126198942,8.696086982956373,55,64,55,45,9023,0,6,135,445,856,884
