tick,executed task,wasted task,communication time,executed time,waiting time,all executed time,leader count,member count,reciprocity leader count,reciprocity member count,message count,overflowed task,rejected task,allocate area 0 member,allocate area 1 member,allocate area 2 member,allocate area 3 member
4500,268,26,1.7998458135217,3.4485564178683363,8.10122723853374,11.651063930264781,44,93,0,0,11845,0,46,309,151,633,369
4600,288,29,1.7703206958250906,3.395216853880553,10.275528792500923,13.033754565824616,39,98,0,0,13286,0,95,373,174,788,436
4700,281,21,1.7855499248110798,3.386594528235783,7.679539169636691,12.135522708457685,41,96,0,0,11953,0,66,316,138,707,384
4800,286,28,1.7711682341379589,3.3445664516941607,9.970873505235737,12.871473455165413,42,95,0,0,12761,0,92,337,141,808,386
4900,306,20,1.7592023604862337,3.339486546703248,9.262701866146223,11.953598617323209,42,95,0,0,12187,0,61,343,132,780,359
5000,329,15,1.7385664512410235,3.314704363651832,8.831603638569762,12.362914094057182,41,96,0,0,12536,0,85,331,153,802,423
5100,321,12,1.7628068494146467,3.394426996380102,9.892973521841675,12.057244948889823,38,99,0,0,12433,0,106,355,150,724,393
5200,297,16,1.7881395224996859,3.4076652338459605,7.598116683583016,11.578083197547205,43,94,0,0,12363,0,86,316,150,714,418
5300,309,23,1.7677509670511984,3.455393558239146,9.168243804956656,12.510913096750173,42,95,0,0,12858,0,90,369,174,777,433
5400,293,13,1.772873368112397,3.3266585463040563,9.896021533763799,12.149885378811078,40,97,0,0,12086,0,107,304,145,714,397
5500,284,23,1.75783725802526,3.3739784410456495,9.01925168831258,12.469777880081956,41,96,0,0,12836,0,118,355,137,844,372
5600,303,20,1.7566512759377517,3.4307771023266382,9.654266635497287,12.896629897407372,42,95,0,0,12965,0,92,378,192,783,392
5700,309,19,1.7615815311146445,3.398038373906796,9.55468103976347,12.787558068178807,39,98,0,0,13273,0,100,339,185,858,411
5800,326,27,1.7417486802944513,3.3335412295691778,7.626319262653562,11.880931070570893,39,98,0,0,12484,0,66,346,194,747,351
5900,298,24,1.7338502496894808,3.3741869184736832,9.131009207510758,12.974615754558478,40,97,0,0,13045,0,110,337,201,817,409
6000,313,29,1.7554409849871113,3.365130417234983,9.308377590280378,12.338116493422303,42,95,0,0,13134,0,121,323,205,797,406
6100,297,31,1.7738630529820856,3.4668669360395374,8.752551396745668,11.775893352863163,41,96,0,0,12234,0,91,324,179,733,350
6200,290,29,1.752589865447697,3.4276334211597366,10.031248812419086,12.596223994186069,40,97,0,0,12845,0,116,372,181,758,388
6300,293,16,1.756461154346292,3.283370083219156,8.811249336061257,11.913221567948737,40,97,0,0,12159,0,70,341,175,738,338
6400,308,16,1.74837388290343,3.300739756674355,8.195068300593453,11.65188742612737,43,94,0,0,12324,0,65,333,165,750,373
6500,298,14,1.7546307625408444,3.362389053584875,7.839651876288484,11.366537100885012,38,99,0,0,11919,0,65,322,164,735,382
6600,311,19,1.7514043420584111,3.3397716463663767,8.799016751558817,11.868120992052175,39,98,0,0,12412,0,61,320,142,790,360
6700,294,15,1.7580664712412462,3.3976505020607197,9.841828900674486,12.700861377227863,38,99,0,0,12844,0,99,340,162,798,425
6800,311,16,1.7311738097981262,3.3490247669856807,10.407424709972432,13.045416577443731,37,100,0,0,13182,0,111,330,136,847,421
6900,315,11,1.750254746214177,3.36538167350627,10.479871277211819,12.559379812347501,44,93,0,0,13468,0,124,352,173,875,418
7000,296,15,1.735806009637987,3.342377504590352,11.67112411573635,13.194898350918079,42,95,0,0,13519,0,158,352,153,904,415
7100,300,16,1.755025014998123,3.319798221901936,10.43715475134675,12.566386939893011,36,101,0,0,12717,0,107,316,130,811,376
7200,287,22,1.7446572555179842,3.3181387119072867,10.338932282457826,12.226674405187175,45,92,0,0,12847,0,96,322,155,817,346
7300,296,19,1.7585310304400414,3.402815540870192,9.121615391918022,12.308166398954917,42,95,0,0,12462,0,70,332,165,783,405
7400,306,27,1.7423517529746666,3.360726135781854,8.90845990434462,12.72623961171305,41,96,0,0,12865,0,90,350,166,768,395
7500,280,37,1.7257995928918763,3.316095350770659,9.977787442562597,11.832179804629495,42,95,0,0,13418,0,134,304,148,850,388
7600,307,23,1.7452974037617341,3.398676373334268,9.603631260079792,12.301307650811514,38,99,0,0,12582,0,110,316,119,787,393
7700,296,24,1.718150078059552,3.3688104029613317,11.776435950100813,12.96431525294451,44,93,0,0,13102,0,144,320,112,883,412
7800,319,13,1.7627221377274251,3.3347652137930277,10.523429279945157,12.018179022535547,42,95,0,0,12377,0,109,254,128,793,421
7900,338,19,1.7054606784625443,3.2958694126762835,9.128845425730098,12.430043660638207,46,91,0,0,13152,0,96,333,143,818,459
8000,316,20,1.725752060108249,3.352312479753387,8.443339042450493,11.8922415088501,33,104,0,0,12675,0,106,329,151,814,397
8100,316,17,1.73459379419528,3.3324646643775897,9.73512111842518,12.46132042830414,46,91,0,0,12611,0,87,344,139,825,376
8200,314,16,1.7359311502831656,3.4413572495690556,7.501751553648564,11.605275573873113,40,97,0,0,12609,0,67,328,174,793,362
8300,323,20,1.721195113245241,3.433050387435062,9.415773903212374,13.044505857876207,44,93,0,0,13647,0,128,339,189,879,418
8400,354,11,1.7194002536644875,3.299174113065744,8.282952651116407,12.36353727980807,42,95,0,0,13000,0,72,359,153,820,422
8500,316,14,1.7339899406111225,3.3920104023083892,8.307547177538662,11.7964941242538,40,97,0,0,12924,0,84,329,175,837,412
8600,304,19,1.7321634668605708,3.337783912504317,8.819559022751376,11.30831522514966,39,98,0,0,12190,0,96,283,139,756,361
8700,318,20,1.69665377732822,3.21508277154562,7.984542726150697,11.099747631539422,42,95,0,0,12738,0,63,317,155,826,415
8800,279,30,1.7402881688713665,3.255265364580381,8.700567662428732,11.015451828013749,41,96,0,0,11323,0,69,302,115,690,329
8900,287,37,1.7126805959440534,3.26905152870865,7.939609916571217,10.933529903232305,42,95,0,0,13265,0,92,306,121,849,424
9000,280,36,1.7274223434701292,3.3841944428120905,11.131231534547322,13.266736264122876,42,95,0,0,12833,0,110,337,116,798,381
9100,297,40,1.737168222473369,3.248369925653981,10.499055162415843,12.315492058423175,43,94,0,0,12407,0,87,359,100,741,387
9200,302,44,1.7494541897490643,3.222886975305396,9.489670253164448,12.415713055245405,42,95,0,0,12562,0,108,354,113,696,411
9300,283,39,1.7385341752695729,3.243595752593229,9.617068848444525,11.978612349689099,46,91,0,0,13201,0,95,353,133,774,441
9400,300,36,1.756724543038216,3.2408738151253647,8.29542900456097,11.964466381700513,42,95,0,0,12209,0,74,363,139,736,401
9500,291,27,1.7608163552534695,3.29664297885226,7.692570846913437,11.17766662223823,43,94,0,0,12227,0,47,363,131,737,402
9600,297,21,1.75454029756448,3.27976639751717,8.088987659313512,12.283741006628388,46,91,0,0,13096,0,91,387,161,805,440
9700,307,22,1.7547406604363778,3.206587318117041,8.489316198369917,11.288558669185988,46,91,0,0,11935,0,80,387,143,697,378
9800,327,25,1.7491403213125634,3.3460027334107294,6.6506211736388545,11.221805555516958,45,92,0,0,12440,0,57,370,137,755,425
9900,305,25,1.7451256911968736,3.359069775855379,7.590137546648921,11.747664129903612,45,92,0,0,12648,0,70,416,142,738,445
10000,295,24,1.7661837316706126,3.3240873032196565,7.192629162504164,11.833339267758383,40,97,0,0,11883,0,65,407,139,675,431
10100,315,25,1.7402995659550555,3.3048240193758773,7.111813690695271,11.361623520227624,45,92,0,0,12484,0,79,386,153,758,407
10200,305,15,1.739843015444596,3.2457286155966494,7.52173332536916,11.313029764095553,45,92,0,0,12169,0,63,341,147,771,390
10300,300,34,1.7498608555680437,3.3040453124727076,8.476596417374303,12.352965639070703,41,96,0,0,12370,0,99,343,154,752,416
10400,285,37,1.7727596932449248,3.324179815497539,9.362129655131593,12.143384163995618,41,96,0,0,12243,0,104,298,167,742,384
10500,292,29,1.7573571215534036,3.3400157978379146,8.411969292651907,12.03582167944789,46,91,0,0,13174,0,97,359,166,809,433
10600,297,31,1.7427609994304274,3.2418385973761366,9.202473153781206,12.34878839749002,41,96,0,0,12692,0,102,320,145,794,411
10700,301,41,1.7308194612895236,3.2355211371296466,8.474246054980004,11.663575803309707,44,93,0,0,12504,0,89,313,122,767,360
10800,307,21,1.7286815805013143,3.2224866431727883,8.574231009530546,11.883968801923913,40,97,0,0,12498,0,77,324,149,828,399
10900,298,23,1.7131095182695955,3.239407235652205,9.033101829457092,11.724480258733356,43,94,0,0,12738,0,60,353,149,790,427
11000,300,26,1.7283085415091637,3.279850062519182,9.47815385766624,12.587456706649041,44,93,0,0,12450,0,56,327,145,807,371
