tick,executed task,wasted task,communication time,executed time,waiting time,all executed time,leader count,member count,reciprocity leader count,reciprocity member count,message count,overflowed task,average subtask queue size,rejected task
36100,1222,60,1.5733897358584576,3.2048912980331896,6.918110297276831,10.582398999364411,164,336,0,0,49922,0,1.0695037848919424,347
36200,1237,73,1.5794509663726881,3.2341918464487684,7.475310386948197,11.086892645347099,158,342,0,0,48157,0,1.0988041605338281,310
36300,1201,98,1.5906298030007469,3.24969080235042,6.864698053183056,10.582619363520275,163,337,0,0,48937,0,1.019041073743085,305
36400,1249,116,1.5916186885607748,3.211826521205172,7.625455999620686,11.280392881080484,166,334,0,0,50557,0,1.1683022370785983,366
36500,1206,122,1.605119517345859,3.1830187720864664,7.44178312059056,11.028456676835221,156,344,0,0,49405,0,1.1102910570263669,354
36600,1184,84,1.5965520048933166,3.14256001226651,7.068808835104009,10.594652317873267,160,340,0,0,48093,0,1.0148116645116236,331
36700,1127,133,1.6024882197130688,3.141163164217964,7.556857525274861,10.919508409774776,149,351,0,0,48529,0,1.0612576507917582,361
36800,1208,72,1.5791074455265828,3.1665962874315885,7.21653571676983,10.762583399306136,161,339,0,0,49968,0,1.0751774058192027,364
36900,1253,88,1.5713150434628842,3.1238315179497906,7.084873862787597,10.730592452257481,152,348,0,0,49576,0,1.0630344761881503,302
37000,1237,74,1.5824678094120979,3.1319254297948174,6.4197840860908455,10.335407947882741,157,343,0,0,45797,0,0.9278404370135482,218
37100,1228,99,1.5881082775048563,3.1415091286315153,6.28141494900009,10.152892322331956,159,341,0,0,49035,0,0.9670156536838106,277
37200,1266,87,1.5912455640704977,3.213919433759337,6.858092115708635,10.735112727709453,153,347,0,0,48888,0,1.0540834246544621,258
37300,1322,70,1.5765501232791763,3.186714866808141,6.107269456980578,10.218388679941835,144,356,0,0,47134,0,0.9367891359604218,204
37400,1225,85,1.5863916166346936,3.1863813693508956,6.51250647579974,10.392403314135128,162,338,0,0,49743,0,1.0113100025817852,298
37500,1286,99,1.566562985133394,3.167225235161684,7.110524687277191,10.984823996197559,161,339,0,0,50024,0,1.1373862501029985,306
37600,1272,80,1.5860929762689053,3.1277806900033944,6.22599909769453,10.074560157955458,159,341,0,0,47774,0,0.9421314160243937,227
37700,1236,69,1.571541248955365,3.1852296329872267,6.739376846304339,10.558693057928814,150,350,0,0,47586,0,1.0349212447052243,273
37800,1263,69,1.5655878933450549,3.1916323784451275,7.143776381384255,10.920974425285488,157,343,0,0,49854,0,1.0950405540798336,317
37900,1278,66,1.5609393694545424,3.207841336860726,6.61332216609593,10.496420616060316,148,352,0,0,49095,0,1.0476078876185075,276
38000,1236,80,1.5852704895668155,3.1884440177960154,6.506135460251844,10.4849810401317,161,339,0,0,48702,0,1.022676712497489,279
38100,1307,91,1.5752173863984393,3.1722257528678597,7.24468662467893,10.821820242794857,163,337,0,0,49577,0,1.1007213168865118,266
38200,1237,74,1.5636671646958167,3.1977031687087676,6.466765068772522,10.26046858517094,163,337,0,0,48593,0,0.9896675166603746,283
38300,1276,75,1.5752413981877467,3.2227036535722426,6.439592789836245,10.43418886912012,160,340,0,0,48260,0,1.0130832080479246,266
38400,1270,65,1.5743089819726384,3.1578262817781333,6.583702498605734,10.302515245774485,147,353,0,0,47172,0,0.962680066047553,246
38500,1230,98,1.5667658753166478,3.15138425739002,6.151610856685114,10.048686111974257,154,346,0,0,49787,0,0.9378610278911507,281
38600,1248,97,1.57090741704141,3.1914857966335206,6.754784992091146,10.480609018497455,159,341,0,0,48254,0,1.0283213912997102,297
38700,1210,107,1.5595063731524235,3.1774891504700666,6.492617890424682,10.384373722321431,147,353,0,0,47107,0,0.9369222967838847,256
38800,1231,133,1.5810789517038952,3.204172205034782,6.295603409726854,10.190794896999254,156,344,0,0,49024,0,0.9234517837301415,282
38900,1204,142,1.6144275509408488,3.1564207388398966,6.97620300820144,10.719849656038614,156,344,0,0,49355,0,1.033736355753854,328
39000,1176,127,1.6036397350800262,3.1913150184317494,6.9147403098151665,10.756111729731009,160,340,0,0,48355,0,1.0154801039332204,299
39100,1175,116,1.584769610037006,3.192874627640592,7.664027303525082,11.212622111945937,159,341,0,0,49707,0,1.0863050575091544,392
39200,1202,123,1.5783733474966635,3.1898715440177496,6.769274139706746,10.587926112010457,159,341,0,0,47536,0,1.0072944167916178,274
39300,1245,94,1.5847360036613611,3.1739459155956,6.527664980808125,10.412480321605148,164,336,0,0,47841,0,0.9796688434241095,261
39400,1247,100,1.575486269238011,3.179001949593438,7.280044824383935,10.825529855646268,148,352,0,0,48968,0,1.0783636390556013,337
39500,1227,111,1.582746023598908,3.1665521103213474,7.053928278951343,10.829323709528737,158,342,0,0,47290,0,1.0322015566775071,249
39600,1218,121,1.5809499604816792,3.221512912282431,6.762710423659826,10.666110746183305,161,339,0,0,47674,0,0.9901110639360782,293
39700,1183,111,1.5763270057402508,3.221430275728238,7.266394353940466,10.724998430000628,157,343,0,0,48869,0,1.029374398827639,364
39800,1192,88,1.59730845594186,3.1899215260956533,6.720657176255417,10.469068581078007,161,339,0,0,48555,0,1.007742436616346,293
39900,1264,116,1.5945585268941513,3.1938082249516198,7.0798458427182505,10.915161710244261,155,345,0,0,48736,0,1.05126096241233,279
40000,1242,109,1.5793594742507775,3.1850901591056924,5.810183335459136,9.898676469926611,150,350,0,0,47059,0,0.8558685804878685,194
40100,1231,121,1.587816877804245,3.1400219669344778,6.397238179061557,10.311430160026148,139,361,0,0,48806,0,0.9816227184014374,294
40200,1219,105,1.5922084641565661,3.1392362316274687,6.567788351646763,10.288558116625683,162,338,0,0,48170,0,0.956266693778008,263
40300,1212,141,1.5728696869899255,3.146949080346622,7.297851510571901,10.861157265171034,162,338,0,0,50960,0,1.1204471125048328,351
40400,1254,75,1.5599868345375496,3.125416613181685,6.99359028349336,10.666675549587426,148,352,0,0,47242,0,1.0422687217690088,254
40500,1243,77,1.562312822403379,3.1563071858780916,5.969810975382695,9.943323094718918,148,352,0,0,46425,0,0.8883810313291514,231
40600,1231,86,1.5631233824558703,3.1340532251424817,6.139584051551134,9.999066500453752,158,342,0,0,49312,0,0.958395205007896,298
40700,1233,72,1.5397389905794656,3.1620336902304746,6.9138965569818875,10.380330218800804,149,351,0,0,47473,0,0.995357115527282,301
40800,1221,69,1.5532829168843996,3.1543048137974825,6.526084555892204,10.255320282369958,160,340,0,0,49009,0,0.9719179416681187,320
40900,1257,73,1.5557756629021804,3.176380071486035,6.627362829334732,10.353542590651541,156,344,0,0,49661,0,1.0412320697285817,319
41000,1265,67,1.550438535973154,3.197950059128963,7.699875592984178,11.200408782693644,150,350,0,0,49720,0,1.1953958700147596,326
41100,1273,74,1.559498845090007,3.2198051272240367,7.108924277340103,10.838815537307589,158,342,0,0,49089,0,1.0588999436943831,309
41200,1276,63,1.5649384025961282,3.115799395075543,5.917609477110175,9.96389548106552,157,343,0,0,46423,0,0.9028110441784045,206
41300,1243,120,1.5720824187357691,3.135516590113533,6.285748809318275,10.0682272682453,161,339,0,0,50285,0,0.9754833044102478,302
41400,1246,84,1.583523051717501,3.1776386794707783,6.64373034165146,10.462469065174698,156,344,0,0,47818,0,0.9934649717208078,273
41500,1239,100,1.5616327033485597,3.145697161269839,6.3677219503885,10.22065952448553,163,337,0,0,49858,0,0.9923698682699609,333
41600,1217,85,1.5655027483301027,3.1955482987818224,6.506251838579698,10.302099509520037,164,336,0,0,47013,0,0.9835300239418432,267
41700,1210,92,1.5612768172581593,3.221286791619656,6.486064579424087,10.313154414182415,150,350,0,0,46834,0,0.9289342873822156,288
41800,1177,75,1.5520089565902249,3.1917332576525954,6.802721828863989,10.505860959179332,155,345,0,0,46521,0,0.9609362255403678,289
41900,1220,66,1.5567870123535021,3.1997933515596175,6.941575891295298,10.668486472273607,158,342,0,0,48470,0,1.041056722820746,298
42000,1274,88,1.5647036967430747,3.192951031196857,6.843933568781704,10.604984475004365,157,343,0,0,49310,0,1.0599265966372675,275
42100,1286,96,1.5489346786885247,3.2217908468838177,7.244295558541752,10.911552223141515,159,341,0,0,51144,0,1.1507201462299474,324
42200,1262,93,1.5573561407597274,3.193008492569707,7.657435464604007,11.254078521991753,160,340,0,0,51822,0,1.2394158056993403,364
42300,1270,66,1.5585459160428798,3.167931361223919,6.786779961027584,10.666307973530945,155,345,0,0,48167,0,1.0194878073609248,298
42400,1264,68,1.5500028000193269,3.149585598280587,6.175294885506283,10.120669303508365,157,343,0,0,48497,0,0.9744490920231577,251
42500,1243,94,1.5498832898416368,3.1678269943406865,6.965274654355739,10.58561330289265,157,343,0,0,48927,0,1.0522152734949255,316
42600,1256,80,1.539472965774336,3.2159256889308603,6.683754126497578,10.443216811229693,154,346,0,0,47952,0,0.9762762005495749,267
42700,1250,77,1.5440857170924107,3.140408883347237,6.26164296026785,10.132961069419206,155,345,0,0,47190,0,0.9439999490570912,227
42800,1212,110,1.5608168789304506,3.166804733001814,6.9146872670504,10.648668202081144,149,351,0,0,49078,0,1.05369829710593,332
42900,1233,108,1.559487600984194,3.1840559737110077,6.3407731117379855,10.135427487554477,158,342,0,0,47470,0,0.9495351778786174,235
43000,1234,141,1.5465795316351731,3.1801686645125256,6.521650154374429,10.2947121646111,153,347,0,0,47675,0,0.9296280838338622,234
43100,1256,120,1.5397837704635335,3.1470070173877205,6.788491019818895,10.428035492244863,148,352,0,0,49461,0,1.014833226515112,306
43200,1224,96,1.5405293452281519,3.1814586064330705,6.2972323415322515,10.122183125973596,150,350,0,0,46969,0,0.9139439682422942,232
43300,1230,95,1.5489035315830926,3.1958122470321992,7.307338720597892,10.884803611866234,157,343,0,0,50163,0,1.0740853119700358,351
43400,1231,88,1.5500048261328945,3.1708047109333717,6.68332507670451,10.33691197392434,156,344,0,0,49244,0,0.9891273323501868,330
43500,1221,95,1.5624577254648784,3.1819566001355746,7.4045296132026746,11.004745023730754,158,342,0,0,50590,0,1.1331512452730852,371
43600,1276,101,1.564879551716834,3.1580447157962173,7.350852139937842,10.825292804414062,161,339,0,0,52309,0,1.1774629235219702,351
43700,1278,97,1.5581002757765183,3.167693294568622,6.953298141078591,10.726641474705845,149,351,0,0,47868,0,1.0482305127609017,246
43800,1291,62,1.5555302999657803,3.2106295416740744,6.502430392851925,10.334064260432774,165,335,0,0,49393,0,1.032235312222478,278
43900,1280,83,1.5573326598484458,3.175167950711327,6.775025925398802,10.580398439796307,157,343,0,0,49109,0,1.0304782161501134,292
44000,1226,82,1.5541460375671605,3.1889199077676817,6.769195611418431,10.55250097534025,151,349,0,0,48567,0,1.0097267304893478,280
44100,1271,66,1.5537018085420358,3.1949256710609317,6.719923276692803,10.537831478819403,161,339,0,0,49611,0,1.0647435457053498,299
44200,1247,82,1.5595258559606546,3.190340166813619,7.453656874464805,10.871203395125509,158,342,0,0,49545,0,1.1140291512203502,339
44300,1239,100,1.5621594603867301,3.1346786098841615,6.501006361541642,10.257835710497774,160,340,0,0,47317,0,0.9438235433764283,258
44400,1170,92,1.5729456424851629,3.1955035118025283,6.738072643535087,10.534564136824223,149,351,0,0,48148,0,0.9869957235330614,315
44500,1222,91,1.5410808874097788,3.210410425012499,6.731276183409347,10.567228784354478,157,343,0,0,49224,0,1.0204087033551683,319
44600,1276,104,1.5416480793003102,3.154110486913848,6.990842420987896,10.638260757780218,158,342,0,0,50523,0,1.065394783629397,347
44700,1236,68,1.5367906638005215,3.226322407225426,6.784155073015864,10.5756649590076,153,347,0,0,48539,0,1.0073688555818243,306
44800,1246,61,1.5477289757634876,3.150917972875771,6.1576904772027605,10.06409931442032,156,344,0,0,48191,0,0.9444886348224896,274
44900,1248,68,1.5421144280769026,3.231419774718242,6.912238589399538,10.612293426723948,153,347,0,0,48528,0,1.034898851083553,307
45000,1285,45,1.5341423449673184,3.1812717440489786,6.5249156630552925,10.427459641431135,153,347,0,0,48577,0,1.0051855011128559,290
45100,1270,63,1.5506517615416713,3.2058583004788037,6.547078460619965,10.39065655203266,157,343,0,0,49432,0,1.0254326787999064,260
45200,1296,62,1.5320136333140848,3.161374931147509,6.636455300577008,10.3878544601388,157,343,0,0,49292,0,1.0246411818333179,314
45300,1237,73,1.5455215306666077,3.151930680786009,6.8468338515494045,10.367797096510188,159,341,0,0,50464,0,1.045236003355519,335
45400,1256,73,1.5410470253049817,3.1479904952881856,7.283216546255493,10.837336758215406,156,344,0,0,50600,0,1.1516639940006732,340
45500,1294,68,1.5423882960425215,3.2115700278418973,6.722028256310832,10.493697196598353,157,343,0,0,48928,0,1.0433740083975211,243
45600,1316,76,1.5373569566230423,3.179687617813514,7.105021216770561,10.97669163830236,149,351,0,0,49220,0,1.1386815967909192,254
45700,1250,84,1.5178679682713467,3.180936706962831,6.941055116129527,10.59050390349114,165,335,0,0,49663,0,1.058685678218859,318
45800,1276,68,1.5228355132829299,3.119408941357305,6.513031229839019,10.32180245441823,164,336,0,0,49127,0,1.0135037195682763,291
45900,1277,73,1.539528852510875,3.1163351306976623,6.747433333991595,10.444718464409382,136,364,0,0,47444,0,1.012199733487048,273
46000,1179,95,1.5593364214526746,3.189304351330329,6.484695888904076,10.117023643480298,157,343,0,0,47486,0,0.9029111379751772,298
46100,1249,94,1.5720469133686477,3.155255818285763,6.766987455210633,10.531182158807042,164,336,0,0,49730,0,1.078874159550967,297
46200,1266,98,1.565122783476684,3.1356865971994097,7.032588745434155,10.645559135459022,154,346,0,0,48337,0,1.0473273099805365,274
46300,1207,120,1.5725911676593745,3.142231408278256,6.685430147002984,10.499938702370894,162,338,0,0,46953,0,0.9766175092171313,263
46400,1168,129,1.5832262030071909,3.1815971577721394,6.927105923075893,10.564358118150341,155,345,0,0,49238,0,1.0084500289278406,349
46500,1224,105,1.5912126813118868,3.1691561592362287,6.189029297451795,10.196848582610473,153,347,0,0,45407,0,0.8732345111604054,207
46600,1180,120,1.5702754260637715,3.1833040405554174,6.899211574550767,10.646090494084376,156,344,0,0,48362,0,0.9915412399147578,326
46700,1176,131,1.572624979895584,3.1525443570774248,7.426362031180112,10.842755049092618,154,346,0,0,48473,0,1.0244333391293037,341
46800,1232,108,1.5779264943797948,3.15217622179284,6.443670318899035,10.278763295620445,157,343,0,0,49099,0,0.9578466014107909,316
46900,1230,101,1.5800506197337072,3.1773029552596377,6.588963151564135,10.320528187436771,154,346,0,0,47899,0,0.9681522448098516,280
47000,1216,74,1.576795872927032,3.196504477979191,6.164804222945731,10.11607874824068,149,351,0,0,46318,0,0.9007818137670527,282
47100,1207,104,1.5609252037038182,3.1499807816905645,7.012169965966141,10.539896044946534,152,348,0,0,49576,0,1.0241208112421807,313
47200,1258,112,1.5607551007492293,3.1715624334018653,7.210384446114517,10.851137086816912,154,346,0,0,51300,0,1.136783591850232,352
47300,1259,101,1.5624180687703848,3.1495564513316068,6.489654280287137,10.337358264957011,149,351,0,0,47312,0,0.9485463363821094,251
47400,1206,121,1.5669871891600406,3.1652835524197833,6.161035479121599,10.084325238815254,150,350,0,0,47886,0,0.9291910207786094,245
47500,1248,113,1.5686319812162615,3.1748397832186983,6.633758574529598,10.361052220615461,154,346,0,0,48193,0,0.9650972785925108,269
47600,1220,90,1.5596108294327713,3.1199825629589077,6.529110414874254,10.290778315254704,156,344,0,0,46646,0,0.9433563285997968,255
47700,1249,70,1.5562575688022318,3.1414508877370757,6.289686864137562,10.119684203086035,154,346,0,0,48201,0,0.9353589586386439,270
47800,1232,73,1.5670235787308524,3.1742097222100534,6.8500837237764225,10.552253161343662,157,343,0,0,49641,0,1.0517982593746416,323
47900,1268,62,1.5560795845624507,3.1079302585636737,6.732406240846648,10.45193435718049,149,351,0,0,47715,0,0.9985815780933176,272
48000,1212,97,1.5556960254700534,3.118548177639415,6.13165236784449,9.98148718374316,154,346,0,0,48568,0,0.9262185040369415,313
48100,1233,78,1.5549897198708562,3.108675159865503,6.937417642043633,10.530450578882334,155,345,0,0,49601,0,1.070316775130217,326
48200,1207,111,1.5668020694495297,3.12876786022827,6.4651225446539,10.316685953531742,156,344,0,0,48111,0,0.9222608442946231,281
48300,1236,89,1.5652017908320242,3.1111749420191956,6.367857505439605,10.17871340731636,159,341,0,0,48847,0,0.9908165268496996,279
48400,1205,90,1.5819033942562724,3.1255189348428654,6.7820312682243795,10.292992980879996,158,342,0,0,47727,0,0.9987873128701927,293
48500,1225,87,1.5672044964055143,3.172893297374503,6.764560996856938,10.520777835433787,151,349,0,0,47974,0,1.0165541360253818,277
48600,1220,114,1.555136194703943,3.1414763688556553,6.209999363204754,10.025237679659117,159,341,0,0,47945,0,0.9026337588895288,267
48700,1266,104,1.5685858454466948,3.140120589092656,6.799357174837565,10.619243628472612,158,342,0,0,48391,0,1.0603519828568448,245
48800,1245,99,1.5478593541823955,3.119668142201089,6.300336204555747,10.13594343523778,152,348,0,0,46984,0,0.9388574100219453,212
48900,1200,104,1.5437488735825704,3.1669907306315976,6.511390905380164,10.208290234160978,155,345,0,0,48099,0,0.9447957614311148,299
49000,1231,128,1.541156688132412,3.121707371071051,6.901389684701432,10.458080868554507,160,340,0,0,50748,0,1.0621114850668383,361
49100,1241,97,1.546436880977016,3.1373732179177973,7.4503751136996605,10.794986114704534,155,345,0,0,49720,0,1.10028588577019,367
49200,1212,109,1.5447893742630994,3.097078511787488,7.125080434540086,10.556684325628805,153,347,0,0,49734,0,1.0388040111730847,334
49300,1251,93,1.5312846162665232,3.0566922521478954,6.397181998640118,10.075350674907556,147,353,0,0,48564,0,0.9452226620615046,311
49400,1219,97,1.5553788175722627,3.1387616579952784,6.247551192314271,10.070528303541622,163,337,0,0,48082,0,0.933275444303512,294
49500,1167,101,1.5598119853072663,3.130087877346682,6.796920430683003,10.264167288733368,156,344,0,0,49775,0,0.9974225167581615,377
49600,1242,60,1.5570129843043006,3.167633148103111,6.653495680493023,10.375364929264933,155,345,0,0,46571,0,0.954234688573073,260
49700,1300,69,1.5379024309348828,3.1594220839446376,6.281247396539105,10.217158434654745,155,345,0,0,48851,0,0.9965909760715079,276
49800,1226,89,1.5519004348825431,3.184651088855302,6.924684986542359,10.605304653039504,149,351,0,0,49250,0,1.0483782115080755,309
49900,1226,79,1.5337657753316813,3.1995913948171584,6.822006937137882,10.470074089318357,157,343,0,0,48258,0,0.9599754994586395,345
50000,1217,87,1.5498541075394854,3.207997812353047,6.350453773919539,10.23857615613269,150,350,0,0,48423,0,0.9970698725477137,275
50100,1245,77,1.5410868943528615,3.144915097409166,6.892372767859118,10.497382102060289,148,352,0,0,47970,0,1.0061140785454876,273
50200,1292,79,1.5416536208210478,3.1051365405283167,6.822787450120176,10.563562751905836,156,344,0,0,50083,0,1.0988852671628626,276
50300,1254,78,1.5271504373555516,3.1290976650504128,7.316423965666839,10.665610139139218,151,349,0,0,49437,0,1.0777314109499563,325
50400,1189,99,1.5280815283363196,3.136127039545331,6.988162203924971,10.390141910592174,160,340,0,0,48655,0,0.966903230159286,343
50500,1186,96,1.534818222232034,3.186013092724289,6.9509857255439185,10.650341937023246,156,344,0,0,48476,0,1.0410171825122594,325
50600,1292,72,1.5263126910459703,3.1518148760772617,7.138446723324051,10.773099114274693,149,351,0,0,50538,0,1.1226330999664642,310
50700,1238,113,1.5388198851157393,3.1379581568000403,6.788041963823025,10.324678067353032,157,343,0,0,50402,0,0.990555419451339,364
50800,1257,119,1.5389906205695427,3.1606474095268813,6.554198410097018,10.183236287169798,161,339,0,0,51550,0,1.0445807993317155,302
50900,1277,79,1.5423104255438265,3.1501754558295976,6.984073412552546,10.68347774455031,159,341,0,0,49432,0,1.0920498118902584,294
51000,1238,83,1.535916413288744,3.182942688776285,7.319258858063615,10.73970156639204,155,345,0,0,51458,0,1.1189307536670818,405
51100,1272,79,1.5434254971859431,3.1606407902151563,7.091066733571072,10.643009610215433,156,344,0,0,48579,0,1.0503834432249344,316
51200,1192,96,1.5608705528056617,3.164367425661707,7.1787797299868314,10.682047954225515,155,345,0,0,48328,0,1.0128664354548262,332
51300,1214,105,1.5478629179763181,3.1533711684585297,6.521498936007383,10.236654086107626,157,343,0,0,48043,0,0.9381268077967931,294
51400,1199,106,1.5509752106599535,3.1445304599049,6.971017469119196,10.475693947067974,151,349,0,0,50004,0,1.0323370816690134,373
51500,1208,83,1.5619734488866797,3.1660311748337118,6.941317653251406,10.69574050983136,143,357,0,0,46273,0,0.9789207437778971,285
51600,1132,111,1.5487150724943473,3.190691232019483,7.0460829954237045,10.513335487637018,156,344,0,0,50563,0,0.9998787360180791,424
51700,1216,107,1.5275417644804992,3.170390832703812,7.109829084358645,10.4922267523259,151,349,0,0,49727,0,1.0173390441669168,353
51800,1215,91,1.5357023243555004,3.1539788497483876,6.9234650855049935,10.514739756569663,157,343,0,0,49893,0,1.0531114469202614,356
51900,1200,71,1.510776081146456,3.158800602465561,6.117569781461227,9.817957057723408,152,348,0,0,47537,0,0.8566362853289264,323
52000,1199,118,1.5258042203718052,3.164456881093866,6.237986321053109,9.910532442530263,154,346,0,0,49738,0,0.9005074512621718,351
52100,1184,96,1.5331771334238378,3.170746616464033,6.513305985558561,10.175820981119417,157,343,0,0,48304,0,0.957810103340638,323
52200,1194,115,1.5376056257527488,3.1584414577188404,7.038180385135589,10.547998791918005,162,338,0,0,50412,0,1.0144866414650615,390
52300,1260,101,1.5213091759290873,3.1321162367665734,6.5030783377372225,10.211961517075178,150,350,0,0,48114,0,0.9743312195946793,262
52400,1252,63,1.5263402185359753,3.159848958887334,6.70220704383345,10.290152230773238,162,338,0,0,49196,0,1.036935136247906,290
52500,1286,100,1.5416556663805725,3.1240978620437683,6.664693908418891,10.59343649777352,159,341,0,0,48751,0,1.023489474041981,284
52600,1215,79,1.5439902922484519,3.1407384477245213,6.666315960556867,10.363167913520634,155,345,0,0,48137,0,0.9835093025050883,300
52700,1221,105,1.5312635622416084,3.173507396912493,7.341143349863948,10.673165467374277,157,343,0,0,50826,0,1.1065505709188166,378
52800,1254,67,1.5275025714158357,3.177968857531357,6.563884792881695,10.360597834816964,151,349,0,0,48354,0,0.9648176024868339,280
52900,1250,75,1.5286295966745749,3.2185392294179422,6.989823714020515,10.587061190589218,153,347,0,0,50371,0,1.049847102057851,355
53000,1267,91,1.5382985629161936,3.1791175835804033,6.7292672039022925,10.327584853717632,159,341,0,0,49587,0,1.0236608798700813,270
53100,1277,74,1.5238772259421176,3.145805075897473,6.3950565452170505,10.160805422096255,145,355,0,0,47966,0,0.9843980155501509,272
53200,1252,40,1.520958767461722,3.1639362252953402,6.477593564165678,10.168327070761126,150,350,0,0,48851,0,0.982388646867597,304
53300,1269,68,1.5239376946478558,3.1728483203172275,6.3841609414218725,10.206380146224065,159,341,0,0,46370,0,0.9357595423853933,219
53400,1221,88,1.5138757008941541,3.151609100244519,7.196579277304351,10.676778011622375,149,351,0,0,49925,0,1.0881313208283387,350
53500,1270,106,1.5375971995180597,3.1542335253311022,7.044253139058652,10.594240218367913,153,347,0,0,49541,0,1.0545902912430776,300
53600,1200,69,1.53013416825231,3.161043226500529,6.391875771517729,10.152112918074865,153,347,0,0,46492,0,0.9012756066487703,283
53700,1229,84,1.5269198821171208,3.1840030034558406,7.7383896114375705,11.004037573568198,162,338,0,0,51230,0,1.164164336156311,386
53800,1234,79,1.5274786767080488,3.1620702896814685,6.470981403639116,10.204455963426243,150,350,0,0,47633,0,0.9651311014597981,253
53900,1285,71,1.5115223080247173,3.131977250251114,6.912257909953221,10.578974257868296,152,348,0,0,48647,0,1.0570417422183953,310
54000,1260,69,1.52819868959048,3.1975046780700014,6.325549611884544,10.117411374703416,154,346,0,0,49309,0,0.95930233831503,293
54100,1277,71,1.5210744568804409,3.2048691982152446,6.278094948097736,10.105671712947391,149,351,0,0,48384,0,0.9589043902365679,257
54200,1243,80,1.5183064722439528,3.1294576598940638,6.123222899502753,9.810987522408457,160,340,0,0,48171,0,0.9436711246533048,262
54300,1203,104,1.5370616625552669,3.117953622353271,6.336207159401352,10.068246191198782,154,346,0,0,47212,0,0.8823345055330359,286
54400,1189,99,1.535811249239585,3.1615885147162404,6.726536355787521,10.214747148512352,155,345,0,0,48897,0,0.9753116999654651,312
54500,1280,117,1.5259581681126533,3.179728880319461,6.552247422331707,10.428985644369392,153,347,0,0,48593,0,0.9877143691601412,272
54600,1225,99,1.5324350023150566,3.1798322775970864,6.190981676302564,9.959206500204756,148,352,0,0,48211,0,0.9183688024538706,256
54700,1251,70,1.5343205126967197,3.1593739392085887,6.931423313015338,10.423164327411236,152,348,0,0,48862,0,1.0239494153086013,303
54800,1237,99,1.5281350630957504,3.1761089080897045,6.405045390643471,10.210831952332413,148,352,0,0,48519,0,0.9663900338841236,258
54900,1232,86,1.5381879785947588,3.154110967334574,6.44588791239253,10.309089865525607,157,343,0,0,48503,0,0.98440821397591,283
55000,1232,115,1.539730719342971,3.119032623562406,6.580529824458397,10.447781851086658,152,348,0,0,49187,0,1.0105603772831102,300
55100,1210,59,1.5459155872990025,3.186865993880895,6.37177474406128,10.110857379001759,153,347,0,0,46430,0,0.8899661759029597,268
55200,1286,71,1.5281170931115977,3.124848368568435,6.0632391403801895,9.853030031000934,158,342,0,0,48760,0,0.9347388094158414,239
55300,1263,79,1.537484575869196,3.2060727775389743,6.783884456072131,10.503174997065498,152,348,0,0,48002,0,1.0268475987251722,253
55400,1256,91,1.5380198042670443,3.217709694027593,6.70897927797504,10.538080258412485,153,347,0,0,49129,0,1.0253154749047482,293
55500,1210,101,1.529659143861003,3.1750628859659407,6.852735484813172,10.453297080016219,152,348,0,0,48912,0,0.9946311861103387,329
55600,1223,107,1.5300129029347878,3.1711156554994893,6.873567395555941,10.48676802041325,157,343,0,0,49042,0,0.9828140499398623,356
55700,1178,94,1.535287121404635,3.107004880572082,6.737139313772197,10.150410763323592,148,352,0,0,48475,0,0.9559443959011767,320
55800,1228,92,1.537554692129325,3.1810107686391986,5.881269744420697,9.895588972926761,149,351,0,0,46988,0,0.8566701857422743,233
55900,1255,88,1.5278835488637492,3.18698374768777,6.394249320591706,10.280575425713119,154,346,0,0,49784,0,0.9932128454404606,282
56000,1280,104,1.529132016635587,3.14843785995781,6.834424854517334,10.570969732230418,151,349,0,0,50074,0,1.057705401407801,287
56100,1255,86,1.5288598690724846,3.173624687421656,6.800078935796913,10.496045745291806,152,348,0,0,49656,0,1.0460725707380032,302
56200,1241,78,1.543953083821441,3.195266582090901,6.561821551798322,10.343442948522684,154,346,0,0,48933,0,0.9889337221388126,283
56300,1279,74,1.5347669478183468,3.2091349504232447,6.759157619562578,10.440348417696985,155,345,0,0,49680,0,1.0084642527220178,316
56400,1231,63,1.5327035775901308,3.2074383254209153,6.7629097396201505,10.509705789674333,152,348,0,0,49127,0,1.0030833471895664,329
56500,1300,72,1.5329482282866698,3.169074763125368,7.117324030613255,10.73306578033184,153,347,0,0,49783,0,1.1026569452115027,300
56600,1205,110,1.5505175829680942,3.1774477275703448,6.536524360553298,10.427029234975562,150,350,0,0,48260,0,0.9744207027597288,278
56700,1225,116,1.5458861345709962,3.1609397145966813,6.203077737026153,10.057146868144807,159,341,0,0,49466,0,0.9417861270905052,314
56800,1239,110,1.5508313003817202,3.164760566452287,6.550992535283062,10.284702193204891,145,355,0,0,48561,0,0.9488693881328989,274
56900,1227,120,1.5381683277479905,3.2017906230349613,6.807780077243917,10.5182736241904,157,343,0,0,48728,0,1.0067112820786601,298
57000,1251,104,1.5327108230526327,3.154538019776899,6.606459446483816,10.320768132133425,153,347,0,0,48615,0,0.964827025669896,309
57100,1189,127,1.5229944775210462,3.149369797311972,6.927340481571827,10.299508204542795,156,344,0,0,50660,0,1.001589589050702,376
57200,1204,123,1.540088480569013,3.171311886979792,6.434240773833246,9.999728750833123,148,352,0,0,47855,0,0.9154486960479586,259
57300,1214,92,1.546358661909813,3.1591165226999043,6.8332176903604855,10.519058890484901,156,344,0,0,47856,0,0.9782531108059438,306
