tick,executed task,wasted task,communication time,executed time,waiting time,all executed time,leader count,member count,reciprocity leader count,reciprocity member count,message count,overflowed task,allocate area 0 member,allocate area 1 member,allocate area 2 member,allocate area 3 member
2500,149,39,1.6607233154095251,3.3375667373467395,22.788876312268258,12.051528672688821,20,99,17,45,7047,0,453,56,122,21
2600,153,40,1.6689065320056784,3.3254452615125896,22.502635314033373,12.199336347807828,20,99,17,44,7112,0,468,63,113,21
2700,161,37,1.6542461630438465,3.334910620725418,21.82907198411868,12.286683256599169,21,98,18,44,7204,0,503,63,117,20
2800,158,35,1.640625905459697,3.3353558316287764,22.6124491808952,11.9223545975537,20,99,17,45,7037,0,488,55,113,18
2900,156,33,1.6473825604588115,3.2908073533302433,21.780420732788524,12.208527053024932,19,100,17,48,7101,0,510,59,114,18
3000,158,36,1.6492500711070588,3.242249031923158,21.51108362682301,11.996802610298344,20,99,18,50,7170,0,498,63,115,21
3100,158,32,1.6465164459378332,3.3000005334930593,22.115962459268065,12.054573641285835,20,99,18,51,7010,0,503,55,110,20
3200,151,38,1.6548453639574026,3.303027972895312,23.333505250325178,12.224731513422798,19,100,17,48,6972,0,467,57,105,18
3300,151,27,1.661523226172899,3.316226504406984,21.59826291069086,11.545757265345493,19,100,17,48,6733,0,472,64,109,24
3400,162,27,1.636194489501741,3.2995492985013026,20.992393096750906,11.792201801546899,21,98,19,56,6948,0,505,74,111,26
3500,159,34,1.6171241123447535,3.304025931612768,20.67089292816968,11.749995785060515,19,100,18,54,6945,0,508,61,111,20
3600,161,26,1.6081133267722176,3.3156466758665477,20.861578950534245,11.668373546177977,20,99,19,56,6848,0,515,59,114,24
3700,165,24,1.6180094262172258,3.27530768740865,20.5532259797379,11.962811745801865,20,99,19,57,6814,0,508,62,115,25
3800,162,21,1.611067497253199,3.2822947270081717,21.036775547424398,11.725631557783888,18,101,17,51,6728,0,518,67,110,22
3900,163,24,1.612585932660375,3.270673796469621,21.01253026091979,12.139691154382406,20,99,19,54,6792,0,531,64,117,15
4000,177,30,1.5871873533418117,3.3043668761481735,21.74057609901428,12.775979790686662,21,98,19,56,6931,0,546,64,120,20
4100,176,30,1.591188420112837,3.27025848437422,21.02441974422866,12.594242215382181,21,98,19,57,6928,0,557,68,109,22
4200,170,31,1.5889719356709626,3.2591211950847474,19.72379355696894,12.130304025076084,20,99,19,55,6863,0,547,67,120,25
4300,178,24,1.5800878590102607,3.2791984004055292,19.961379043513126,12.50936256853123,20,99,19,55,6858,0,569,71,122,21
4400,182,24,1.5695963901266787,3.273607100072577,20.301084307044945,12.893862754677668,19,100,18,56,6867,0,580,67,115,25
4500,174,22,1.5822082899169285,3.314615170288532,21.83988727599437,12.96781150108721,19,100,18,56,6805,0,558,66,108,26
4600,164,24,1.596001432032754,3.2605321535769036,20.894735660220316,12.04754811574464,20,99,18,57,6726,0,548,67,102,24
4700,175,19,1.5610767409841118,3.247378698487972,21.039870361612895,12.417131091749612,18,101,17,57,6731,0,568,61,112,23
4800,172,20,1.556034441869478,3.3068382944028514,20.769106453478503,12.307936221010214,20,99,19,60,6800,0,555,67,119,20
4900,178,25,1.557697456804063,3.2699289060775447,20.157440425416894,12.37412249843245,20,99,19,58,6983,0,576,71,128,21
5000,180,22,1.5443086367870476,3.3002532811557046,20.31518360784923,12.068780396054173,20,99,19,60,6907,0,578,66,135,26
5100,177,29,1.5277939581969837,3.250382544805883,20.742772307324877,12.03527337023982,20,99,18,60,6860,0,562,63,127,26
5200,173,24,1.5313250526489406,3.2801106979408736,19.974444633889053,11.9145436891006,19,100,18,57,6819,0,564,68,131,25
5300,179,20,1.56031239630044,3.2539836864987053,20.187442958212106,12.391412988673999,19,100,18,56,6733,0,581,64,118,29
5400,177,29,1.5296267760562543,3.2806880109439924,22.1165748598451,12.698666375671188,20,99,19,61,6824,0,573,58,121,16
5500,181,28,1.53767067668176,3.188002200452282,20.19219090908954,12.196087248913686,19,100,18,59,6777,0,570,65,124,17
5600,173,27,1.5366837898706154,3.2203397629726096,19.564119602981396,11.886635010483271,20,99,19,58,6795,0,564,66,124,18
5700,173,25,1.5503605619199377,3.2207074579800934,19.776285794129816,11.659890444075796,19,100,19,60,6720,0,548,63,123,18
5800,171,24,1.5374655637502443,3.2772893106484764,20.23411870335358,11.730951170464646,19,100,19,58,6755,0,579,62,129,19
5900,181,23,1.5270639983853629,3.2533172406018354,19.576790699363663,12.52174107035746,19,100,18,59,6688,0,577,67,124,21
6000,179,21,1.529542255471755,3.284862079557195,21.193701273771357,12.378469247418723,19,100,19,61,6729,0,574,69,124,22
6100,180,24,1.5292096467926157,3.23883251761414,21.421803035969788,12.303242889657138,19,100,18,60,6713,0,570,61,120,20
6200,167,20,1.5360552270941963,3.237927966492917,21.334697174502857,12.341742152295936,18,101,17,57,6630,0,563,63,111,23
6300,172,27,1.5283564067349866,3.2588996807878083,20.60058542127599,12.27681516903562,19,100,18,61,6586,0,539,58,119,21
6400,171,34,1.5444037188863198,3.2965849335758977,20.27533592706812,12.182895258218657,19,100,18,59,6768,0,542,59,110,22
6500,168,28,1.5453122245519242,3.2641319487679836,20.38091128915244,11.949310071352922,18,101,17,58,6697,0,539,53,119,19
6600,164,24,1.5342121946701561,3.289674278723725,21.44394202367016,11.885532908104565,19,100,18,58,6680,0,557,55,116,22
6700,168,20,1.5256008096185454,3.2688930147250166,21.157255764882414,11.686716828365151,18,101,17,59,6552,0,555,53,108,22
6800,173,22,1.5281062472346607,3.300810694340076,20.41449109919965,12.012319212295582,18,101,17,59,6540,0,562,49,111,22
6900,168,20,1.5275738104367056,3.2865801409580873,21.15605858291756,12.372396104869201,16,103,16,58,6545,0,553,56,115,17
7000,180,19,1.5178418808706757,3.2506293018888055,20.823583673384622,12.568533119674662,19,100,18,60,6722,0,593,57,104,20
7100,173,26,1.5138563574559225,3.2410040644075946,20.854599256139167,12.252089147116687,19,100,18,63,6760,0,591,57,115,20
7200,180,24,1.4959399193435516,3.230297850070488,20.03938612400258,12.28394449394666,18,101,17,60,6744,0,582,60,117,20
7300,174,21,1.4945109074035219,3.2478474111044515,21.418708896652024,12.52769521996393,19,100,18,63,6637,0,585,56,112,17
7400,181,24,1.4839677935870703,3.247823764440139,19.233799320706094,12.182273545662692,20,99,19,67,6764,0,600,60,115,19
7500,188,28,1.4897611739410137,3.182174964427074,20.46674179188965,12.347787428500656,19,100,18,66,6903,0,614,63,117,17
7600,174,28,1.4962815320584288,3.2486841292393227,20.811046798017177,12.024861738517544,19,100,18,63,6679,0,574,61,118,18
7700,186,25,1.5009689659674035,3.2447398826873455,18.770308275097996,12.20405814540913,19,100,18,61,6714,0,604,60,122,14
7800,177,22,1.5216572531913928,3.260985064723978,19.51782662950417,11.582407904618371,18,101,17,61,6710,0,594,67,116,14
7900,173,27,1.5027217834784228,3.23546171835208,21.045213823634043,11.908506183313696,19,100,19,65,6643,0,581,59,103,11
8000,176,22,1.496184439127581,3.2123692317869974,20.46459256207401,12.00176828817159,19,100,18,66,6472,0,574,61,104,17
8100,181,23,1.4959398209929489,3.199462013620338,19.900840640070072,11.642304010103357,18,101,18,64,6573,0,600,55,113,18
8200,176,23,1.4893410303688086,3.16895827034263,19.603881069701362,11.805133834885737,19,100,18,65,6462,0,570,61,103,19
8300,181,25,1.4769052730325822,3.188003605165162,19.490430375402102,11.762765911353815,20,99,19,68,6455,0,579,66,109,16
8400,176,21,1.4815064219394396,3.2046400161684785,18.4429356714511,11.412612067077701,19,100,19,70,6559,0,587,66,122,21
8500,181,19,1.4765085111748903,3.2186229168099967,20.201467848900144,12.264834297843421,18,101,18,63,6562,0,613,65,120,20
8600,181,23,1.496440290629938,3.279214386156081,21.122870082448234,12.702230605920414,18,101,18,66,6572,0,583,70,114,20
8700,182,20,1.4820787176794081,3.237198198473812,20.69724863810042,12.317420435352874,19,100,19,65,6539,0,605,68,118,16
8800,188,23,1.4721144421832701,3.2296980421691885,19.21673423070482,12.361299761556568,19,100,19,66,6746,0,623,70,112,21
8900,190,21,1.4783993221982243,3.2117602477786216,19.8055223711754,12.382598854669673,20,99,19,65,6741,0,625,71,125,21
9000,190,19,1.4680518851409496,3.2302199587630174,19.198595931143632,12.547746258827436,18,101,18,65,6623,0,631,66,118,17
9100,182,21,1.4775464586600622,3.2669715448934142,18.69331077347555,11.843357796606533,19,100,18,61,6602,0,605,68,116,24
9200,188,18,1.4650884057444147,3.204475144475234,20.031531838079353,12.251673362865215,19,100,18,64,6596,0,617,74,97,22
9300,181,23,1.470555776841876,3.210659672549737,19.908883372425063,12.171580328980959,19,100,18,65,6581,0,612,68,109,22
9400,176,19,1.4846256070201898,3.2329220739061086,20.057218839552416,12.132708622255306,19,100,18,65,6407,0,573,62,106,23
9500,176,22,1.4710284777351403,3.2353455014824517,20.164520617798882,11.392161600932543,19,100,19,65,6560,0,600,60,107,22
9600,179,21,1.4737970279539285,3.195377329960264,20.278607523597515,11.872704169970659,19,100,19,67,6556,0,604,58,110,19
9700,169,24,1.479614850416306,3.2357174853453596,19.72475772309679,11.555315397712343,19,100,18,66,6451,0,557,56,107,21
9800,181,24,1.475169447747819,3.201244216137675,20.499830367046407,12.104748521869872,20,99,19,65,6622,0,599,60,105,20
9900,174,22,1.4655745244400682,3.2442187383386054,20.291375348020104,11.476144249540873,19,100,18,63,6464,0,584,61,97,19
