FROM,Cap,Role,TO,Distance
310,2.67,class Agent.Member,205,2
310,2.67,class Agent.Member,451,1
310,2.67,class Agent.Member,66,1
104,3.00,class Agent.Member,339,1
104,3.00,class Agent.Member,428,1
467,2.67,class Agent.Member,37,2
467,2.67,class Agent.Member,173,1
467,2.67,class Agent.Member,129,1
412,3.33,class Agent.Member,374,2
412,3.33,class Agent.Member,193,1
412,3.33,class Agent.Member,408,1
296,3.00,class Agent.Member,64,1
296,3.00,class Agent.Member,439,1
233,3.67,class Agent.Member,129,1
233,3.67,class Agent.Member,360,2
213,4.00,class Agent.Member,470,1
213,4.00,class Agent.Member,35,2
213,4.00,class Agent.Member,461,1
17,2.00,class Agent.Member,282,1
442,2.33,class Agent.Member,324,2
142,3.67,class Agent.Member,23,1
142,3.67,class Agent.Member,173,1
142,3.67,class Agent.Member,218,1
143,2.67,class Agent.Member,450,2
143,2.67,class Agent.Member,399,1
197,4.67,class Agent.Member,282,1
197,4.67,class Agent.Member,360,1
170,3.67,class Agent.Member,243,2
170,3.67,class Agent.Member,451,1
170,3.67,class Agent.Member,37,1
170,3.67,class Agent.Member,293,2
190,3.33,class Agent.Member,33,1
190,3.33,class Agent.Member,137,2
70,3.67,class Agent.Member,158,2
70,3.67,class Agent.Member,371,1
70,3.67,class Agent.Member,118,1
286,4.33,class Agent.Member,402,1
286,4.33,class Agent.Member,178,1
286,4.33,class Agent.Member,461,1
290,2.00,class Agent.Member,374,1
464,3.67,class Agent.Member,161,1
464,3.67,class Agent.Member,347,2
464,3.67,class Agent.Member,383,1
409,3.00,class Agent.Member,374,2
409,3.00,class Agent.Member,30,1
479,2.33,class Agent.Member,144,2
479,2.33,class Agent.Member,127,2
240,3.00,class Agent.Member,444,2
240,3.00,class Agent.Member,266,1
240,3.00,class Agent.Member,461,1
485,3.33,class Agent.Member,331,2
485,3.33,class Agent.Member,185,2
94,3.67,class Agent.Member,496,1
94,3.67,class Agent.Member,383,1
94,3.67,class Agent.Member,223,1
284,2.67,class Agent.Member,162,1
284,2.67,class Agent.Member,265,1
284,2.67,class Agent.Member,129,1
229,3.33,class Agent.Member,263,1
229,3.33,class Agent.Member,72,1
498,3.00,class Agent.Member,387,2
498,3.00,class Agent.Member,169,1
498,3.00,class Agent.Member,52,1
49,3.00,class Agent.Member,404,1
379,3.33,class Agent.Member,62,2
379,3.33,class Agent.Member,37,1
379,3.33,class Agent.Member,252,2
154,2.67,class Agent.Member,439,1
320,2.67,class Agent.Member,205,1
320,2.67,class Agent.Member,137,1
320,2.67,class Agent.Member,340,2
368,4.00,class Agent.Member,33,1
368,4.00,class Agent.Member,352,1
368,4.00,class Agent.Member,289,1
281,4.00,class Agent.Member,29,2
281,4.00,class Agent.Member,137,1
430,4.00,class Agent.Member,64,1
430,4.00,class Agent.Member,38,2
430,4.00,class Agent.Member,10,1
1,2.33,class Agent.Member,395,2
1,2.33,class Agent.Member,37,1
478,4.00,class Agent.Member,45,1
478,4.00,class Agent.Member,224,2
478,4.00,class Agent.Member,236,1
174,3.33,class Agent.Member,64,2
174,3.33,class Agent.Member,158,2
174,3.33,class Agent.Member,223,1
47,4.00,class Agent.Member,138,2
47,4.00,class Agent.Member,494,1
160,3.67,class Agent.Member,454,2
160,3.67,class Agent.Member,262,2
184,3.33,class Agent.Member,399,1
184,3.33,class Agent.Member,352,2
184,3.33,class Agent.Member,266,1
95,3.33,class Agent.Member,272,1
211,3.00,class Agent.Member,32,3
211,3.00,class Agent.Member,353,3
271,3.67,class Agent.Member,64,1
271,3.67,class Agent.Member,272,1
271,3.67,class Agent.Member,76,2
140,3.67,class Agent.Member,404,1
140,3.67,class Agent.Member,249,2
140,3.67,class Agent.Member,238,1
125,3.00,class Agent.Member,401,1
235,3.33,class Agent.Member,327,1
235,3.33,class Agent.Member,362,1
235,3.33,class Agent.Member,428,1
283,2.67,class Agent.Member,272,1
411,2.33,class Agent.Member,243,1
175,2.33,class Agent.Member,138,1
24,4.67,class Agent.Member,425,1
24,4.67,class Agent.Member,238,1
24,4.67,class Agent.Member,173,1
150,2.67,class Agent.Member,92,1
150,2.67,class Agent.Member,4,1
377,4.00,class Agent.Member,16,2
377,4.00,class Agent.Member,328,1
377,4.00,class Agent.Member,356,1
195,1.67,class Agent.Member,138,2
195,1.67,class Agent.Member,261,1
5,3.67,class Agent.Member,402,1
5,3.67,class Agent.Member,158,1
50,2.00,class Agent.Member,76,1
50,2.00,class Agent.Member,439,1
88,2.67,class Agent.Member,402,2
88,2.67,class Agent.Member,238,2
31,3.33,class Agent.Member,45,2
31,3.33,class Agent.Member,83,3
120,3.33,class Agent.Member,426,2
120,3.33,class Agent.Member,362,2
120,3.33,class Agent.Member,134,2
346,2.67,class Agent.Member,450,2
21,2.33,class Agent.Member,243,2
3,2.67,class Agent.Member,80,1
19,3.67,class Agent.Member,152,1
19,3.67,class Agent.Member,72,1
19,3.67,class Agent.Member,10,1
372,4.67,class Agent.Member,382,2
372,4.67,class Agent.Member,108,1
372,4.67,class Agent.Member,318,3
480,4.33,class Agent.Member,324,2
480,4.33,class Agent.Member,30,1
480,4.33,class Agent.Member,331,2
480,4.33,class Agent.Member,127,2
405,4.00,class Agent.Member,52,2
405,4.00,class Agent.Member,53,2
405,4.00,class Agent.Member,315,1
257,3.67,class Agent.Member,340,1
306,3.33,class Agent.Member,249,1
417,3.33,class Agent.Member,249,2
417,3.33,class Agent.Member,315,1
417,3.33,class Agent.Member,165,1
82,4.67,class Agent.Member,362,1
82,4.67,class Agent.Member,328,2
358,2.33,class Agent.Member,248,1
358,2.33,class Agent.Member,16,2
358,2.33,class Agent.Member,470,1
117,3.00,class Agent.Member,38,1
115,3.67,class Agent.Member,183,2
115,3.67,class Agent.Member,289,2
115,3.67,class Agent.Member,401,3
462,2.67,class Agent.Member,387,1
462,2.67,class Agent.Member,147,1
460,3.33,class Agent.Member,62,1
460,3.33,class Agent.Member,374,1
87,3.00,class Agent.Member,53,2
87,3.00,class Agent.Member,315,1
87,3.00,class Agent.Member,14,1
441,3.33,class Agent.Member,153,1
441,3.33,class Agent.Member,328,1
124,2.67,class Agent.Member,118,2
124,2.67,class Agent.Member,470,1
251,3.00,class Agent.Member,496,1
278,2.00,class Agent.Member,327,1
278,2.00,class Agent.Member,361,1
278,2.00,class Agent.Member,444,1
239,2.67,class Agent.Member,205,1
468,2.67,class Agent.Member,487,1
468,2.67,class Agent.Member,444,2
472,3.33,class Agent.Member,313,1
472,3.33,class Agent.Member,289,1
472,3.33,class Agent.Member,137,1
294,2.33,class Agent.Member,318,1
294,2.33,class Agent.Member,76,1
294,2.33,class Agent.Member,15,1
312,3.33,class Agent.Member,205,1
312,3.33,class Agent.Member,10,1
312,3.33,class Agent.Member,223,1
176,2.67,class Agent.Member,447,2
176,2.67,class Agent.Member,293,2
176,2.67,class Agent.Member,15,2
51,3.00,class Agent.Member,357,1
431,4.67,class Agent.Member,169,1
431,4.67,class Agent.Member,425,2
431,4.67,class Agent.Member,255,1
156,2.67,class Agent.Member,357,1
452,3.67,class Agent.Member,331,2
452,3.67,class Agent.Member,137,2
452,3.67,class Agent.Member,181,2
449,1.33,class Agent.Member,339,1
106,4.00,class Agent.Member,274,1
106,4.00,class Agent.Member,139,1
106,4.00,class Agent.Member,227,2
186,3.00,class Agent.Member,248,1
56,3.67,class Agent.Member,241,1
56,3.67,class Agent.Member,30,1
180,4.00,class Agent.Member,80,1
180,4.00,class Agent.Member,371,1
180,4.00,class Agent.Member,53,1
180,4.00,class Agent.Member,261,1
71,2.67,class Agent.Member,144,1
388,3.00,class Agent.Member,83,1
388,3.00,class Agent.Member,395,1
489,3.33,class Agent.Member,144,1
489,3.33,class Agent.Member,356,1
36,2.67,class Agent.Member,496,2
36,2.67,class Agent.Member,15,1
321,4.00,class Agent.Member,324,1
321,4.00,class Agent.Member,114,2
321,4.00,class Agent.Member,92,2
321,4.00,class Agent.Member,96,2
325,3.33,class Agent.Member,328,1
325,3.33,class Agent.Member,332,1
325,3.33,class Agent.Member,144,1
305,3.00,class Agent.Member,138,1
305,3.00,class Agent.Member,217,1
305,3.00,class Agent.Member,264,1
301,2.33,class Agent.Member,470,2
301,2.33,class Agent.Member,96,1
433,2.00,class Agent.Member,402,1
433,2.00,class Agent.Member,165,2
433,2.00,class Agent.Member,439,1
166,3.33,class Agent.Member,487,1
166,3.33,class Agent.Member,151,1
128,2.67,class Agent.Member,382,1
128,2.67,class Agent.Member,249,1
128,2.67,class Agent.Member,262,1
128,2.67,class Agent.Member,357,1
191,4.00,class Agent.Member,167,1
111,2.67,class Agent.Member,352,1
111,2.67,class Agent.Member,14,1
380,4.67,class Agent.Member,161,2
380,4.67,class Agent.Member,399,2
380,4.67,class Agent.Member,217,1
380,4.67,class Agent.Member,178,1
232,3.67,class Agent.Member,328,2
232,3.67,class Agent.Member,214,1
232,3.67,class Agent.Member,66,1
279,3.33,class Agent.Member,274,1
279,3.33,class Agent.Member,342,1
67,2.33,class Agent.Member,249,2
67,2.33,class Agent.Member,265,1
67,2.33,class Agent.Member,401,1
335,3.67,class Agent.Member,426,1
335,3.67,class Agent.Member,262,1
295,2.67,class Agent.Member,114,2
295,2.67,class Agent.Member,225,2
295,2.67,class Agent.Member,401,2
109,2.00,class Agent.Member,289,2
438,4.00,class Agent.Member,138,2
438,4.00,class Agent.Member,447,1
438,4.00,class Agent.Member,30,1
18,2.33,class Agent.Member,490,1
338,3.00,class Agent.Member,446,1
256,4.33,class Agent.Member,32,1
256,4.33,class Agent.Member,494,2
254,3.00,class Agent.Member,313,2
254,3.00,class Agent.Member,188,1
275,3.33,class Agent.Member,318,2
275,3.33,class Agent.Member,446,1
497,2.67,class Agent.Member,62,2
497,2.67,class Agent.Member,23,2
204,3.00,class Agent.Member,327,1
204,3.00,class Agent.Member,223,1
398,4.33,class Agent.Member,45,2
398,4.33,class Agent.Member,272,1
398,4.33,class Agent.Member,96,1
398,4.33,class Agent.Member,293,2
424,2.67,class Agent.Member,327,1
424,2.67,class Agent.Member,227,2
242,3.00,class Agent.Member,387,1
242,3.00,class Agent.Member,193,1
28,2.33,class Agent.Member,249,2
28,2.33,class Agent.Member,158,2
28,2.33,class Agent.Member,274,1
189,2.67,class Agent.Member,454,1
189,2.67,class Agent.Member,494,1
189,2.67,class Agent.Member,486,2
46,3.00,class Agent.Member,454,1
194,3.67,class Agent.Member,263,1
194,3.67,class Agent.Member,357,1
268,2.67,class Agent.Member,169,1
268,2.67,class Agent.Member,255,1
268,2.67,class Agent.Member,44,1
268,2.67,class Agent.Member,293,1
394,3.67,class Agent.Member,80,2
394,3.67,class Agent.Member,313,2
394,3.67,class Agent.Member,35,2
394,3.67,class Agent.Member,340,2
97,3.33,class Agent.Member,139,1
97,3.33,class Agent.Member,108,1
97,3.33,class Agent.Member,146,1
334,3.00,class Agent.Member,371,2
334,3.00,class Agent.Member,134,1
298,3.33,class Agent.Member,158,1
298,3.33,class Agent.Member,264,2
119,2.67,class Agent.Member,38,1
12,4.33,class Agent.Member,231,1
12,4.33,class Agent.Member,408,1
12,4.33,class Agent.Member,114,2
116,3.33,class Agent.Member,383,2
116,3.33,class Agent.Member,470,1
116,3.33,class Agent.Member,114,2
48,3.67,class Agent.Member,339,1
48,3.67,class Agent.Member,248,2
48,3.67,class Agent.Member,444,1
410,3.67,class Agent.Member,416,2
99,3.33,class Agent.Member,66,2
403,3.00,class Agent.Member,416,1
376,2.33,class Agent.Member,494,1
376,2.33,class Agent.Member,214,1
157,3.00,class Agent.Member,265,1
157,3.00,class Agent.Member,332,2
341,2.67,class Agent.Member,10,2
392,3.33,class Agent.Member,153,1
392,3.33,class Agent.Member,210,1
311,3.33,class Agent.Member,249,1
311,3.33,class Agent.Member,399,1
311,3.33,class Agent.Member,446,2
75,4.00,class Agent.Member,236,1
75,4.00,class Agent.Member,30,1
75,4.00,class Agent.Member,151,2
65,3.67,class Agent.Member,352,2
65,3.67,class Agent.Member,266,1
86,2.00,class Agent.Member,241,2
86,2.00,class Agent.Member,446,2
86,2.00,class Agent.Member,10,2
483,3.00,class Agent.Member,450,1
246,3.00,class Agent.Member,419,1
246,3.00,class Agent.Member,361,1
307,4.33,class Agent.Member,169,2
307,4.33,class Agent.Member,72,2
307,4.33,class Agent.Member,130,1
307,4.33,class Agent.Member,218,2
432,3.00,class Agent.Member,399,1
432,3.00,class Agent.Member,318,1
373,2.67,class Agent.Member,313,1
373,2.67,class Agent.Member,178,2
54,3.33,class Agent.Member,35,1
54,3.33,class Agent.Member,356,1
390,2.67,class Agent.Member,151,1
148,4.67,class Agent.Member,272,1
148,4.67,class Agent.Member,447,1
164,3.00,class Agent.Member,152,1
164,3.00,class Agent.Member,158,1
57,3.00,class Agent.Member,425,2
57,3.00,class Agent.Member,225,2
457,3.33,class Agent.Member,425,1
457,3.33,class Agent.Member,139,1
226,4.33,class Agent.Member,210,1
226,4.33,class Agent.Member,439,2
493,2.33,class Agent.Member,387,2
493,2.33,class Agent.Member,60,1
133,3.67,class Agent.Member,243,1
133,3.67,class Agent.Member,347,1
133,3.67,class Agent.Member,225,1
133,3.67,class Agent.Member,356,1
26,4.00,class Agent.Member,331,1
121,4.00,class Agent.Member,263,1
121,4.00,class Agent.Member,108,1
121,4.00,class Agent.Member,264,1
93,4.00,class Agent.Member,487,2
93,4.00,class Agent.Member,37,1
93,4.00,class Agent.Member,261,2
25,4.33,class Agent.Member,231,3
25,4.33,class Agent.Member,129,2
84,3.00,class Agent.Member,352,1
84,3.00,class Agent.Member,342,1
84,3.00,class Agent.Member,96,1
84,3.00,class Agent.Member,252,1
354,2.67,class Agent.Member,14,2
163,2.67,class Agent.Member,53,1
221,3.00,class Agent.Member,231,2
221,3.00,class Agent.Member,147,2
396,2.67,class Agent.Member,158,1
420,3.33,class Agent.Member,264,2
420,3.33,class Agent.Member,146,1
253,2.00,class Agent.Member,244,2
198,4.00,class Agent.Member,32,2
198,4.00,class Agent.Member,225,2
198,4.00,class Agent.Member,261,2
363,4.00,class Agent.Member,490,2
363,4.00,class Agent.Member,188,2
363,4.00,class Agent.Member,137,1
474,3.67,class Agent.Member,383,1
474,3.67,class Agent.Member,225,2
414,3.00,class Agent.Member,205,2
414,3.00,class Agent.Member,37,1
6,3.00,class Agent.Member,248,1
6,3.00,class Agent.Member,181,1
6,3.00,class Agent.Member,461,1
343,2.33,class Agent.Member,33,1
343,2.33,class Agent.Member,161,1
343,2.33,class Agent.Member,486,2
391,3.67,class Agent.Member,23,1
391,3.67,class Agent.Member,14,1
285,2.33,class Agent.Member,139,1
285,2.33,class Agent.Member,340,1
453,3.67,class Agent.Member,165,2
201,2.33,class Agent.Member,402,1
201,2.33,class Agent.Member,470,1
364,4.00,class Agent.Member,217,1
364,4.00,class Agent.Member,318,2
270,3.67,class Agent.Member,419,2
270,3.67,class Agent.Member,60,1
131,5.00,class Agent.Member,419,2
131,5.00,class Agent.Member,331,1
131,5.00,class Agent.Member,214,1
131,5.00,class Agent.Member,44,2
247,3.00,class Agent.Member,185,2
247,3.00,class Agent.Member,252,2
322,3.67,class Agent.Member,255,1
322,3.67,class Agent.Member,162,2
322,3.67,class Agent.Member,151,1
456,3.33,class Agent.Member,188,1
456,3.33,class Agent.Member,209,1
314,2.33,class Agent.Member,138,1
