tick,executed task,wasted task,communication time,executed time,waiting time,all executed time,leader count,member count,allocate area 0 member,allocate area 1 member,allocate area 2 member,allocate area 3 member
21000,67,2,1.6903957348955143,1.3692738095238095,5.2008809523809525,6.81197619047619,47,82,34,135,1,120
21100,59,2,1.6955507121903626,1.594166666666667,4.222333333333333,6.441833333333332,46,83,26,114,2,99
21200,70,1,1.6842932971373508,1.32725,4.3652500000000005,6.481833333333334,47,82,32,132,2,143
21300,61,2,1.7411707148584015,1.642690476190476,4.146452380952382,6.806880952380952,46,83,36,122,2,111
21400,55,1,1.736718697045076,1.7641666666666667,5.058833333333334,6.917999999999999,45,84,30,119,6,106
21500,54,0,1.7176981393249182,1.6855714285714283,5.356428571428571,6.687785714285713,44,85,28,103,2,114
21600,45,0,1.7535746858305703,2.0025000000000004,5.007999999999999,6.7335,46,83,27,72,0,105
21700,55,1,1.7015209594126768,1.4183055555555557,4.386861111111111,6.305694444444445,45,84,29,98,0,128
21800,51,0,1.7476229473019211,1.7608333333333335,5.4914999999999985,6.348833333333333,45,84,24,94,0,113
21900,52,0,1.726179861206002,1.4623333333333333,4.595833333333334,6.4270000000000005,45,84,24,88,0,116
22000,50,1,1.7560221456080884,1.7635238095238097,5.465261904761904,6.42040476190476,46,83,22,90,2,107
22100,58,2,1.7253621546764106,1.3748333333333336,4.343333333333335,6.2155000000000005,46,83,30,108,0,130
22200,62,0,1.72235726567407,1.3093095238095236,4.056309523809524,6.357357142857145,45,84,30,127,4,118
22300,61,1,1.6961576700848051,1.6466666666666665,4.759666666666667,6.462500000000001,47,82,24,108,4,127
22400,67,1,1.663491680169593,1.640119047619047,5.715869047619048,6.772285714285716,46,83,36,137,3,130
22500,50,5,1.6765436999946643,1.7026666666666666,6.204,6.733500000000001,46,83,24,103,1,93
22600,66,0,1.698375416709376,1.3491071428571428,4.754880952380952,6.926749999999999,46,83,38,128,2,134
22700,63,1,1.697175037003987,1.5276547619047616,5.3383571428571415,7.079726190476191,47,82,36,124,3,128
22800,60,1,1.7072489984196977,1.3308968253968254,4.252523809523811,6.2763253968253965,45,84,27,112,6,128
22900,56,1,1.70235245871985,1.8485833333333332,4.297250000000001,6.507500000000001,45,84,23,107,2,121
23000,49,3,1.6920357384806397,1.7807619047619048,5.9612380952380954,6.3455714285714295,46,83,19,105,5,98
23100,53,1,1.6714028065262303,1.7933809523809527,6.680785714285714,6.814047619047619,45,84,12,95,6,97
23200,61,0,1.6943644558593285,1.4775674603174604,5.627011904761905,6.35529365079365,47,82,31,130,4,115
23300,68,2,1.6885568615983066,1.470690476190476,5.054142857142859,6.88722619047619,47,82,38,138,2,136
23400,73,1,1.6903759327797374,1.2036785714285712,4.296642857142857,6.263809523809523,47,82,35,141,3,148
23500,69,2,1.680650625785083,1.2366309523809529,4.895738095238093,7.123476190476191,47,82,39,135,3,146
23600,71,0,1.6873179324312864,1.3835476190476188,5.151476190476191,6.590130952380951,46,83,31,127,3,122
