tick,executed task,wasted task,communication time,executed time,waiting time,all executed time,leader count,member count,allocate area 0 member,allocate area 1 member,allocate area 2 member,allocate area 3 member
0,0,0,0.0,0.0,0.0,0.0,1,136,0,0,0,0
100,18,0,1.8831677608263417,1.2399999999999998,1.1116666666666668,3.791666666666667,68,69,23,27,33,27
200,87,132,2.053838333256913,1.2333809523809522,4.321238095238095,8.287031746031749,19,118,72,76,158,126
300,176,107,2.0025395837439732,0.5238756090400828,6.3377864759509475,9.138971461287248,21,116,170,158,341,200
400,132,42,2.0424473425067577,0.8540165945165945,10.067541847041845,9.733590909090909,16,121,84,79,233,135
500,181,50,1.9809926958007562,0.5524402958152959,8.85043145743146,10.158727078477074,23,114,171,100,350,185
600,174,26,1.9542430082540045,0.556526570651571,9.432842046842048,9.950223082473087,19,118,176,83,324,165
700,198,22,1.9198828496415852,0.41520466869731576,7.990706647927235,10.340424929645522,20,117,173,129,378,210
800,182,23,1.9800166445425231,0.4528325367443015,8.381965700965697,9.947576278296868,19,118,213,125,297,166
900,154,14,1.9340658722387312,0.6610858585858587,8.507603535353532,9.421367604617604,19,118,153,87,305,152
1000,183,15,1.9009739550747766,0.43928006715506707,7.943930527805531,9.673914363414362,21,116,161,99,348,198
1100,189,14,1.8648217090965893,0.49812602103778575,7.932716577540109,10.233483889476537,19,118,219,85,392,161
1200,192,22,1.8963182973429367,0.5222323787323787,9.276600038850042,10.236518592518594,18,119,162,79,401,179
1300,179,13,1.8372874021627998,0.5651930275606748,9.018254129857072,9.428895170189287,24,113,197,83,394,151
1400,192,13,1.8541961193164287,0.43201115387880096,9.049576634150164,9.689571299615418,21,116,200,93,402,189
1500,180,12,1.829590996062715,0.48562288201994086,8.622997125423598,9.460253215738508,16,121,177,90,365,149
1600,164,13,1.9136243119201444,0.6298727383727385,11.38983791208791,9.613270840270841,20,117,167,98,318,130
1700,178,18,1.9063471403388532,0.4848429070929072,9.424386488511493,9.739737290487287,22,115,209,102,348,173
1800,188,12,1.8686245105288433,0.48128583344759834,8.015634504384503,9.881308746808749,19,118,197,79,361,170
1900,191,11,1.8394680862094523,0.4738895826395826,8.603564907314906,9.65674414474414,23,114,207,94,367,167
2000,192,11,1.8447262407874592,0.5052572705072707,8.582998487623486,9.572590090465091,22,115,168,82,399,173
2100,189,9,1.796342746261855,0.41775549450549443,9.73296398046398,10.271723831723833,22,115,196,75,408,202
2200,181,9,1.7828226482848932,0.4882874800637957,10.213118810283284,10.331044210906049,18,119,178,84,344,152
2300,182,18,1.8090878721319499,0.5379853757353756,8.359317404817407,9.691507797757797,22,115,151,100,426,165
2400,167,13,1.8115325269892815,0.5585623681873683,10.01704971417471,9.354387737262739,25,112,167,63,372,173
2500,193,6,1.7930003445444307,0.4009927711177712,8.201273046398047,9.642988636363636,25,112,204,83,440,181
2600,172,3,1.7558557327226914,0.5894081335331335,10.074631521256523,9.55003606116106,21,116,188,63,385,110
2700,182,9,1.7369506853892107,0.5414633422133421,9.229657176157179,9.730737429237431,20,117,134,64,445,172
2800,195,14,1.8106919235913792,0.4461549218325535,8.119513068802544,9.820731404560352,20,117,191,66,466,156
2900,177,13,1.806015397097389,0.4783249528249527,7.843219363969362,9.75408161283161,24,113,197,42,376,164
3000,209,17,1.7954453561817707,0.44650354787970864,9.40218692324188,10.07095934337421,20,117,188,74,471,196
3100,159,13,1.8423677286992282,0.6190165112665111,11.330059412809417,10.158064851814851,21,116,126,75,360,156
3200,163,13,1.8314070287106063,0.5392223054723052,8.394901903651908,9.168476412476416,20,117,155,78,367,142
3300,183,8,1.8164149802579286,0.4346385734148892,8.636763376973905,9.648069264069267,24,113,190,81,411,174
3400,187,10,1.8124746314952072,0.4641153058327979,9.222449277073116,9.581617287768992,25,112,153,85,386,176
3500,195,4,1.7827921557728204,0.45970583011759486,8.341578820689115,9.190846090184326,21,116,175,98,425,218
3600,182,5,1.779171088382613,0.5076713368331014,7.698902323167028,9.135567958185607,19,118,169,87,383,151
3700,168,16,1.7857464531715,0.4572082362082364,9.940908424908422,9.854292846042846,23,114,157,87,410,150
3800,193,7,1.7120752919381346,0.47794284881784876,9.24185907148407,10.008741328116333,17,120,161,92,416,143
