AgentID,Cap,Role,Count,TO,Cap,Distance
165,2.67,class Agent.Leader,4,379,3.33,3,438,4.00,1,285,2.33,1,331,3.00,3
270,3.67,class Agent.Leader,5,461,4.00,1,287,4.33,2,230,3.00,1,23,2.67,1,328,2.00,2
151,4.00,class Agent.Leader,5,8,2.67,1,148,4.67,1,271,3.67,2,24,4.67,1,316,3.00,1
282,4.00,class Agent.Leader,3,115,3.67,1,313,3.33,1,452,3.67,1
0,3.33,class Agent.Leader,4,65,3.67,2,372,4.67,2,61,2.33,2,9,2.33,2
414,3.00,class Agent.Leader,3,361,2.00,2,338,3.00,3,54,3.33,1
18,2.33,class Agent.Leader,4,492,2.67,2,120,3.33,1,421,3.00,1,244,3.33,1
371,3.33,class Agent.Leader,4,163,2.67,1,338,3.00,3,180,4.00,1,66,2.67,1
103,2.67,class Agent.Leader,3,141,3.33,2,245,4.00,2,61,2.33,2
356,2.67,class Agent.Leader,5,204,3.00,1,482,2.33,1,312,3.33,1,365,3.67,2,242,3.00,2
112,2.00,class Agent.Leader,5,184,3.33,1,432,3.00,1,63,2.33,1,39,3.67,2,183,1.67,1
59,2.33,class Agent.Leader,5,337,3.33,2,495,4.33,1,301,2.33,1,456,3.33,2,1,2.33,2
273,2.33,class Agent.Leader,4,259,3.00,1,211,3.00,3,62,1.67,2,265,2.00,1
481,2.33,class Agent.Leader,4,487,2.00,2,3,2.67,1,37,4.33,2,70,3.67,1
109,2.00,class Agent.Leader,5,211,3.00,2,141,3.33,2,434,4.33,1,311,3.33,2,101,4.00,1
239,2.67,class Agent.Leader,5,65,3.67,1,364,4.00,2,423,2.67,1,391,3.67,2,54,3.33,1
16,2.00,class Agent.Leader,3,187,3.33,3,344,2.00,1,383,3.33,2
450,3.00,class Agent.Leader,3,241,2.00,1,113,3.33,2,133,3.67,3
88,2.67,class Agent.Leader,5,464,3.67,2,43,3.33,1,317,2.00,1,408,2.00,2,48,3.67,1
422,2.33,class Agent.Leader,3,488,4.00,1,398,4.33,2,13,2.33,3
96,3.00,class Agent.Leader,4,439,3.33,1,213,4.00,1,420,3.33,1,427,3.33,3
