AgentID,Cap,Role,Count,TO,Cap,Distance
402,3.33,class Agent.Leader,4,232,3.67,2,49,3.00,2,286,4.33,1,498,3.00,1
18,2.33,class Agent.Leader,5,120,3.33,1,440,1.33,1,244,3.33,1,421,3.00,1,492,2.67,2
375,2.33,class Agent.Leader,5,119,2.67,2,337,3.33,1,392,3.33,2,99,3.33,1,71,2.67,2
353,2.67,class Agent.Leader,5,130,3.33,2,8,2.67,1,394,3.67,1,91,3.00,1,82,4.67,1
450,3.00,class Agent.Leader,4,6,3.00,1,113,3.33,2,64,2.33,1,241,2.00,1
143,2.67,class Agent.Leader,4,214,3.33,1,90,3.33,2,290,2.00,2,184,3.33,2
357,3.33,class Agent.Leader,5,407,3.33,2,459,2.33,1,322,3.67,2,287,4.33,1,158,3.33,1
167,3.00,class Agent.Leader,5,385,2.67,1,128,2.67,1,386,4.00,1,494,3.33,1,495,4.33,1
4,2.67,class Agent.Leader,5,460,3.33,2,320,2.67,1,179,3.33,2,482,2.33,1,223,4.00,1
273,2.33,class Agent.Leader,5,265,2.00,1,32,3.00,1,163,2.67,1,259,3.00,1,452,3.67,3
42,2.00,class Agent.Leader,5,134,3.33,2,459,2.33,2,317,2.00,1,467,2.67,2,413,3.00,2
447,2.00,class Agent.Leader,5,130,3.33,1,183,1.67,2,463,2.67,1,27,2.33,1,438,4.00,1
260,2.00,class Agent.Leader,4,237,3.33,2,380,4.67,2,415,2.33,1,187,3.33,1
292,2.67,class Agent.Leader,5,262,2.33,2,220,1.67,1,349,3.00,1,56,3.67,2,51,3.00,1
108,2.67,class Agent.Leader,5,214,3.33,2,322,3.67,1,95,3.33,1,306,3.33,2,221,3.00,1
342,2.33,class Agent.Leader,5,39,3.67,1,295,2.67,2,304,2.00,2,226,4.33,3,279,3.33,1
334,3.00,class Agent.Leader,4,162,3.33,1,234,4.67,1,180,4.00,1,1,2.33,1
41,1.00,class Agent.Leader,5,348,3.33,1,379,3.33,1,180,4.00,1,266,2.67,2,363,4.00,1
493,2.33,class Agent.Leader,5,67,2.33,2,496,2.00,1,295,2.67,2,140,3.67,1,325,3.33,1
147,3.67,class Agent.Leader,6,12,4.33,1,250,2.67,1,164,3.00,1,191,4.00,1,325,3.33,2,131,5.00,1
83,1.67,class Agent.Leader,4,303,4.33,2,75,4.00,1,417,3.33,1,480,4.33,1
333,1.33,class Agent.Leader,5,303,4.33,3,460,3.33,2,242,3.00,2,358,2.33,1,51,3.00,1
323,2.67,class Agent.Leader,5,68,2.00,2,99,3.33,1,9,2.33,1,363,4.00,1,397,3.33,1
176,2.67,class Agent.Leader,5,120,3.33,1,389,4.33,1,465,2.33,1,172,3.67,1,71,2.67,2
