tick,executed task,wasted task,communication time,executed time,waiting time,all executed time,leader count,member count,allocate area 0 member,allocate area 1 member,allocate area 2 member,allocate area 3 member
2200,200,13,1.7361020405578484,0.44553796856738015,6.5426758339699544,10.003321993366107,20,99,105,153,288,362
2300,170,12,1.7952740419750517,0.5838730574980574,8.422197913197913,9.443517343767343,22,97,72,126,240,331
2400,184,14,1.7752187021048005,0.43727167930109095,6.8759183439109925,9.451445543019076,21,98,79,188,238,330
2500,195,14,1.762255933923759,0.49099585626791503,6.765842208445149,9.926598023708317,22,97,84,214,235,369
2600,181,8,1.7201385166109355,0.4699086469086469,7.215002150627153,9.65055155955156,24,95,59,172,177,417
2700,187,10,1.7849303238626695,0.407834568209568,7.6217797064047055,9.419327311577312,23,96,67,213,201,364
2800,183,14,1.8002397760635211,0.4719307359307359,7.308316128316129,9.551248959373956,14,105,104,193,135,327
2900,181,9,1.7449076105151622,0.5024679177032119,7.964472346281168,9.52619547609254,24,95,90,228,198,375
3000,167,8,1.8104874684767045,0.6030092130092133,8.416202380952383,10.36680747030747,23,96,40,154,209,295
3100,192,14,1.728995288338201,0.44735300810300815,6.912376456876458,10.13474336774337,21,98,44,177,272,377
3200,192,15,1.8314393374366766,0.5283657176157177,7.303982448107445,9.593854201354205,21,98,53,176,262,298
3300,174,14,1.7670956316344035,0.5306376678876679,6.8077611555111535,9.325160714285717,22,97,56,167,275,363
3400,219,13,1.7336365742521007,0.3898224896019012,7.296908055180115,9.626269822497763,23,96,63,170,295,376
3500,180,9,1.799113915549874,0.4093059163059163,7.074291847041845,9.19864604839605,21,98,54,116,285,340
3600,181,5,1.8124769667991885,0.5257408841158842,6.701767982017982,9.41113945776446,14,105,73,119,271,334
3700,177,11,1.77261970868127,0.49299291802968276,7.489042366946775,9.82253216717923,29,90,109,181,271,337
3800,189,11,1.7306564181766322,0.46738553113553094,6.8783699633699635,9.720179764679763,20,99,47,184,230,358
3900,183,7,1.6621569680227315,0.442712046123811,6.531857595019359,9.85989968038497,21,98,46,184,226,345
4000,189,10,1.6756575745992868,0.5427474747474744,7.029352994227992,10.534209415584412,19,100,55,200,269,332
4100,184,8,1.6910399191082848,0.4633986275162746,6.356578455041691,9.313543958492486,24,95,59,190,260,339
4200,194,2,1.6648290684248528,0.449381424131424,5.299468031968031,9.359652902652904,19,100,57,183,229,367
4300,186,13,1.664030411710488,0.5535030108780109,7.3436380841380835,10.103119214119213,26,93,63,190,248,372
4400,213,5,1.65676498961104,0.44670472011648477,6.272816920008098,8.987538285244169,21,98,62,165,241,423
4500,182,5,1.642922364548356,0.46846329036460604,7.287617893071842,9.012668708484496,22,97,57,165,200,430
4600,230,10,1.6187551428420903,0.37216793947366694,5.986029782781721,9.241764425117369,23,96,75,195,259,511
4700,185,7,1.657270526520752,0.5424696300431595,7.242222777222777,9.30532065483536,19,100,81,152,191,374
4800,191,6,1.7050391354213479,0.5504597208347206,7.152793040293039,9.691444361194357,20,99,65,159,272,372
4900,203,3,1.6994845923508486,0.4468257992007991,5.961268994893994,8.831936965811968,24,95,54,167,262,387
5000,156,6,1.6616438252860908,0.5427313519813519,7.12151112776113,9.398199966699964,23,96,60,153,182,360
5100,191,12,1.6213306666457106,0.4397482239982237,7.528154068154069,9.823738955488954,22,97,55,178,252,414
5200,214,2,1.654709821708253,0.4176260055304173,5.325603354162179,9.206188406364877,17,102,70,179,232,420
5300,167,5,1.6525373191429322,0.5813936341436341,6.295654151404153,8.917339771339774,25,94,68,139,212,390
5400,194,12,1.66473277010427,0.4595183427683427,6.6270803640803635,9.14080624930625,22,97,72,167,204,399
5500,187,8,1.618159191077069,0.4639246807114453,7.77874839866016,9.15482917735859,21,98,36,152,213,442
5600,204,7,1.6226647799734877,0.40770482132246855,7.2256103994045136,9.74642993444464,28,91,71,208,259,445
5700,201,5,1.6408816009755218,0.487544296346928,7.436433593453329,10.130734060530113,20,99,69,200,208,377
5800,208,7,1.626380060673733,0.3936820238584942,6.561559589919884,9.908512615652326,25,94,74,207,233,460
5900,215,8,1.6389231271014102,0.40134444554413595,7.32186770633907,9.535699084884842,24,95,79,192,254,446
6000,192,5,1.6479300937667827,0.49366805416805415,7.459763764013766,8.844974331224332,22,97,41,169,251,398
6100,216,6,1.655380833045947,0.432424067762303,6.261355219127279,9.798085995703643,20,99,47,177,260,455
6200,175,7,1.6430443754349036,0.47242581030081043,7.793019910644915,9.705801975801975,22,97,45,146,250,402
6300,212,7,1.6327574184592946,0.38834561108825805,7.176409972380566,9.64000246567158,23,96,62,168,300,395
6400,196,11,1.6622607654469306,0.41846781361912927,7.483945433221749,9.535882530481215,23,96,53,169,265,411
6500,188,3,1.6712462375086634,0.4501028138528138,6.343034299034299,9.654957875457875,24,95,54,129,256,418
6600,197,6,1.661684224914616,0.4478757059933528,6.888553316781258,9.596475258401727,20,99,53,150,237,433
6700,194,6,1.6308435896531637,0.41060969585969576,6.503698828948829,9.582297716172716,21,98,62,144,244,448
6800,195,4,1.6611010084500273,0.4119878593628592,7.056237137862138,9.593333624708627,21,98,64,150,196,462
6900,193,6,1.661051762007516,0.4699205875823525,7.2363940683499495,9.273637013313486,23,96,62,193,202,434
7000,191,8,1.6537833847764531,0.46510436884237194,7.6401015925938545,9.422722536235689,20,99,75,160,233,390
7100,180,5,1.6005443975041405,0.47018176268176276,6.866935508935512,9.501945054945052,17,102,51,147,233,355
7200,174,5,1.6124795429142922,0.5469772890508184,6.6033986013986,8.8856858182667,30,89,37,156,279,426
7300,217,4,1.5779786328739354,0.4056750259544375,5.73923838008397,8.647080242469947,22,97,69,187,244,424
7400,183,11,1.6313231505878465,0.45550992063492046,7.463967171717169,9.309845238095235,21,98,45,189,204,373
7500,189,2,1.6496142799757485,0.4325455952828075,6.893868973595313,9.32662078377008,23,96,59,197,261,399
7600,186,5,1.6529997378554844,0.4191262471188943,7.2266003612400675,9.495978737765501,18,101,54,157,228,367
7700,191,6,1.6405813965984442,0.39328475991672585,7.247594848048409,9.760944443456442,26,93,37,161,227,438
7800,163,5,1.5957764455269208,0.5907373182373181,8.523230019980021,9.167667471417474,19,100,36,139,220,345
7900,173,10,1.6280653080478944,0.4391333250083248,7.969027736152737,9.44709762459763,18,101,38,133,244,385
8000,197,8,1.6503412099743224,0.48881017593517595,7.5163860445110435,9.879613983238977,22,97,30,141,240,444
8100,207,14,1.6558368620894697,0.3930892163392163,6.280663225663227,9.949890415140416,23,96,52,200,190,450
8200,176,11,1.6203530172094285,0.4616309727853845,6.462584592694887,9.247969829190417,25,94,58,194,224,403
8300,205,3,1.6505408074261572,0.46282649703237927,6.178594914889033,9.642901691445807,21,98,57,178,205,423
8400,210,6,1.6377914078160918,0.44362916250416257,6.390100982350982,9.273419205794205,18,101,53,192,200,483
8500,200,10,1.6124149022734064,0.4192816058210794,7.818783432941328,9.511766513457307,24,95,57,199,179,489
8600,193,10,1.6241306694447124,0.47541584804084797,6.872535672660669,9.17284847097347,21,98,46,159,166,474
8700,195,2,1.60820306969855,0.48915433177933176,6.827693334443335,8.768431290931291,22,97,34,185,157,486
8800,185,3,1.5579719009571682,0.5158542429792429,6.993798076923075,8.677785311910313,18,101,42,154,188,448
8900,180,3,1.5749729961170358,0.43994088672765147,7.793128195334081,9.115989366842307,26,93,35,139,221,499
9000,216,4,1.5598672466842567,0.40017021781108447,6.27313076775306,9.325483474772561,20,99,59,163,207,514
9100,196,4,1.5837627835318242,0.41682825507825494,6.119570651570649,8.792265123765123,20,99,36,137,210,458
9200,179,6,1.5813238797622478,0.46551634476634474,6.054162642912644,8.960184648684647,19,100,32,156,214,419
9300,218,2,1.6210526278656037,0.39544722597663773,5.523885149980737,8.909137696453874,23,96,45,171,261,475
9400,184,5,1.5864517114913517,0.4310604118104118,6.112890928515931,8.372323121323122,20,99,44,156,240,444
9500,205,4,1.5419364681617678,0.3479772588522589,5.945019785769788,8.828666999666996,21,98,42,179,235,483
9600,211,6,1.5270814739126515,0.4222238639413562,6.4426486906626215,8.623252909027677,24,95,32,151,231,526
9700,176,9,1.5346899533914071,0.5095752442002441,8.503797202797204,9.573090395715393,23,96,39,128,224,449
9800,180,8,1.5588791160198578,0.527053071928072,7.5451629620379626,9.116352619602623,19,100,51,135,240,376
9900,193,0,1.5299417820962231,0.5011694416694417,7.759469558219553,8.9297403984904,23,96,55,144,228,418
10000,195,1,1.5091724734237244,0.478542472233649,5.81113400325165,8.397502757046876,24,95,73,196,159,496
