Agent ID,Area ID,x,y,Resource: 1,Resource: 2,Resource: 3,Resouce Average,Leader Evaluation,Member Evaluation,Allocated Subtasks,Refused Subtasks,Member Count,Leader Count
490,0,8,20,4,1,3,2.6666666666666665,0.19785360379951372,0.6666654409370554,8247,54,97848,52153
473,0,40,25,3,5,4,4.0,0.18889632076765733,0.48933193836533934,34007,629,148623,1378
258,0,10,3,2,2,4,2.6666666666666665,0.16024496329763935,0.2568109484172113,21844,282,144373,5628
465,0,24,11,3,1,3,2.3333333333333335,0.15086387823475056,0.15156573670589002,6898,28,95172,54829
89,0,34,22,1,5,2,2.6666666666666665,0.23542937151198384,0.13420719014356042,5352,112,81575,68426
387,0,43,38,3,1,1,1.6666666666666667,0.28725300788763175,0.08318380542698282,431,0,71367,78634
377,0,44,0,5,5,2,4.0,0.15641259173410688,0.5792472382208411,17067,297,109164,40837
458,0,31,47,3,5,5,4.333333333333333,0.12073136786803856,0.5023196090546951,36595,613,149206,795
40,0,31,29,2,5,4,3.6666666666666665,0.12650797596803398,0.20355941118954143,21870,392,129699,20302
128,0,24,34,4,3,1,2.6666666666666665,0.09393949019519898,0.12180926606385016,5625,78,87939,62062
193,0,38,41,1,2,3,2.0,0.10841232436199061,0.17173503664104472,11147,141,119186,30815
17,0,46,23,1,4,1,2.0,0.15720626972143908,0.31086188197183057,399,0,66534,83467
244,0,7,27,1,4,5,3.3333333333333335,0.1493195585152966,0.5104716672090036,20533,306,146369,3632
254,0,7,19,2,2,5,3.0,0.1585018466603352,0.3470734746182187,24914,397,147278,2723
0,0,3,2,4,5,1,3.3333333333333335,0.22618834993487807,0.6842944786465649,16289,184,141190,8811
82,0,16,7,4,5,5,4.666666666666667,0.18629934444784826,0.4695676893952485,36779,602,145045,4956
229,0,20,36,5,2,3,3.3333333333333335,0.16590938317287013,0.3847269244922638,29386,494,148998,1003
180,0,0,20,4,3,5,4.0,0.18141079779639535,0.6971860117341103,33599,483,148161,1840
41,0,1,5,1,1,1,1.0,0.12343889186611039,0.16451653620032852,626,0,81641,68360
420,0,29,48,4,1,5,3.3333333333333335,0.24634019384304823,0.5490150868263151,11132,158,107806,42195
310,0,22,32,4,2,2,2.6666666666666665,0.13723021208537564,0.15692821115242425,15091,219,114760,35241
182,0,15,35,3,3,4,3.3333333333333335,0.358636953465998,0.7289581184577063,23404,396,128258,21743
232,0,38,32,4,4,3,3.6666666666666665,0.1867343401953012,0.19665691607853256,29475,518,135966,14035
121,0,20,30,4,3,5,4.0,0.24011311710491695,0.4412427653925225,36086,739,149321,680
385,0,10,27,1,3,4,2.6666666666666665,0.16646399974492487,0.5728655969369791,11865,138,124042,25959
335,0,27,11,2,5,4,3.6666666666666665,0.15496946738832498,0.5551472437674094,31927,629,148073,1928
203,0,15,21,5,2,3,3.3333333333333335,0.12263354115929802,0.5752813104687995,27525,438,146851,3150
78,0,22,41,4,1,5,3.3333333333333335,0.33582037558532024,0.10170324642119126,20215,388,136786,13215
485,0,37,12,2,3,5,3.3333333333333335,0.2028384056473895,0.4521626205763533,29762,489,149106,895
274,0,8,35,5,1,5,3.6666666666666665,0.18843171745728965,0.6956409018352434,18882,304,135195,14806
427,0,17,0,5,3,2,3.3333333333333335,0.2587007143231571,0.8376874577950097,19939,265,139217,10784
19,0,24,18,1,5,5,3.6666666666666665,0.08148754424097308,0.1830363340993658,2167,23,67256,82745
293,0,11,40,1,1,1,1.0,0.28138361299891484,0.18543444405244164,282,0,88603,61398
327,0,46,17,1,1,2,1.3333333333333333,0.21316401129466955,0.29938331082535186,3506,47,99045,50956
477,0,10,18,3,4,5,4.0,0.12828931990361303,0.9024750605669956,36390,701,148790,1211
429,0,34,46,2,2,1,1.6666666666666667,0.23093937145272914,0.27864904683068836,5219,75,103090,46911
303,0,10,9,5,3,5,4.333333333333333,0.16096114330048633,0.6112277587857309,23056,470,112497,37504
263,0,22,37,3,5,2,3.3333333333333335,0.20791714534146932,0.23937359134953629,13933,193,106080,43921
62,0,44,10,2,2,1,1.6666666666666667,0.13511047033932677,0.13838773359958736,9355,131,120596,29405
392,0,47,1,3,4,3,3.3333333333333335,0.15957264486676975,0.4595099388120235,30897,411,149761,240
